Id,Label,timeset,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,number hashtags,tweet number,retweet number,modularity_class,pageranks,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,indegree,outdegree,Degree,Authority,Hub,weighted indegree,weighted outdegree,Weighted Degree
41156,41156,,other,47161,11131,2000,96567,195,6,159,41,18,0,1,1,1,0,0,1,1,0,0,0,1,1
41171,41171,,other,171,41192,2,0,172,8,153,18,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41177,41177,,other,5804,236353,212770,39,415,3,173,27,20,0,1,1,1,0,0,1,1,0,0,0,1,1
41178,41178,,other,15868,4959,689,18687,48,18,71,129,7,0,1,1,1,0,0,1,1,0,0,0,1,1
41180,41180,,other,64195,27511,13026,70906,69,195,8,192,18,0,8,0.208306,0.231423,0,0,8,8,0,0,0,8,8
41221,41221,,other,491315,223116,2089,32704,519,184,36,164,3,0,1,1,1,0,0,1,1,0,0,0,1,1
41236,41236,,other,11980,19102,1741,59,714,57,123,77,0,0,1,1,1,0,0,1,1,0,0,0,1,1
41270,41270,,other,99831,7646,8401,113012,98,73,22,178,18,0,1,1,1,0,0,1,1,0,0,0,1,1
41310,41310,,other,53634,1255,142,42777,55,9,108,92,5,0,1,1,1,0,0,2,2,0,0,0,2,2
41323,41323,,other,20517,7684,671,12496,14,2,199,1,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41330,41330,,other,9019,2239195,1605,5636,1489,297,45,155,6,0,1,1,1,0,0,1,1,0,0,0,1,1
41339,41339,,other,106440,44929,2381,6690,247,22,132,68,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41344,41344,,other,14464,1596,1257,1807,2,2,132,68,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41404,41404,,other,32765,19235,192,31,415,89,145,55,7,0,1,1,1,0,0,1,1,0,0,0,1,1
41415,41415,,other,23642,385,251,4566,11,3,181,19,7,0,7,0.237471,0.252458,0,0,1,1,0,0,0,1,1
41420,41420,,other,35578,495,442,52088,12,13,60,140,5,0,1,1,1,0,0,1,1,0,0,0,1,1
41426,41426,,other,1224,6631,1338,7486,24,17,185,15,20,0,1,1,1,0,0,1,1,0,0,0,1,1
41435,41435,,normal,39975,12633,392,5,263,23,166,34,9,0,6,0.293169,0.324865,0,0,9,9,0,0.014485,0,9,9
41452,41452,,hateful,4426,6182,1783,12433,31,29,15,169,9,0.005187,5,0.373934,0.429805,3084.982955,27,25,52,0.09294,0.068561,27,25,52
41465,41465,,other,184985,8736,453,87,206,11,180,20,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41501,41501,,other,6551,18116,2,99,522,5,192,8,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41517,41517,,other,6275,421,399,11621,3,26,131,67,9,0,6,0.276978,0.3,0,0,3,3,0,0,0,3,3
41524,41524,,other,39190,39968,38954,3221,218,16,189,9,0,0,1,1,1,0,0,1,1,0,0,0,1,1
41584,41584,,other,3430,54217,0,0,275,0,197,3,7,0,7,0.238979,0.25477,0,0,3,3,0,0,0,3,3
41604,41604,,other,96382,5359,3008,33270,129,0,38,162,12,0,1,1,1,0,0,1,1,0,0,0,1,1
41620,41620,,normal,76349,88040,5896,3025,231,72,185,15,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41641,41641,,other,152614,42095,15609,23944,363,2,93,106,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41646,41646,,other,191299,257124,2159,1091,1156,32,181,19,18,0,8,0.211268,0.330794,0,0,2,2,0,0,0,2,2
41656,41656,,other,9253,10559,3,865,166,134,195,5,9,0,7,0.252666,0.272271,0,0,2,2,0,0,0,2,2
41668,41668,,other,28693,16765040,7012,12940,53026,108,157,43,20,0,1,1,1,0,0,1,1,0,0,0,1,1
41677,41677,,other,52835,17775,1994,1676,530,29,63,137,0,0,1,1,1,0,0,2,2,0,0,0,2,2
41697,41697,,other,132074,4551,715,21803,353,96,60,137,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41698,41698,,normal,220,407,229,99,13,32,163,37,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41700,41700,,hateful,144,1037,191,339,2,90,105,39,9,0.002307,5,0.369434,0.413029,936.529767,9,15,24,0.034843,0.030492,9,15,24
41792,41792,,other,15664,4635,666,63028,108,7,137,63,7,0,6,0.285714,0.307197,0,0,2,2,0,0,0,2,2
41794,41794,,other,11438,15586,72,2048,285,81,149,51,0,0,7,0.2,0.26756,0,0,1,1,0,0,0,1,1
41810,41810,,other,9163,69892,48287,42142,715,134,157,43,5,0,1,1,1,0,0,1,1,0,0,0,1,1
41820,41820,,other,5072,181143,2643,2498,2045,41,163,37,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41825,41825,,other,11361,18225,260,9511,439,166,107,93,5,0,1,1,1,0,0,1,1,0,0,0,1,1
41830,41830,,other,42823,20996,3021,13969,790,157,99,101,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41871,41871,,other,85551,1891960,2117,3124,8076,97,134,66,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41882,41882,,other,114263,185570,866,1764,1504,38,134,66,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41905,41905,,other,156690,157826,3360,5660,4859,14,187,13,5,0,6,0.308076,0.328857,0,0,2,2,0,0,0,2,2
41917,41917,,other,33746,1106,543,12530,53,26,91,107,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41938,41938,,other,15322,44491,37,28583,399,2,166,34,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41948,41948,,other,17432,1914,465,91574,19,9,100,100,8,0,1,1,1,0,0,1,1,0,0,0,1,1
41954,41954,,other,4756,30631,16,12,1048,24,176,24,0,0,1,1,1,0,0,1,1,0,0,0,1,1
41961,41961,,other,2639,2917,165,11387,34,10,129,70,4,0,1,1,1,0,0,1,1,0,0,0,1,1
41962,41962,,other,53760,49441,43373,4056,64,17,120,80,20,0,1,1,1,0,0,1,1,0,0,0,1,1
41970,41970,,normal,24014,25662,872,9638,269,31,110,90,0,0,6,0.276316,0.380159,0,0,3,3,0,0.000575,0,3,3
41995,41995,,other,12056,4903,791,2353,175,30,39,161,9,0,7,0.219061,0.230473,0,0,1,1,0,0,0,1,1
41996,41996,,other,176093,149546,83,3246,885,89,161,39,0,0,6,0.260274,0.319298,0,0,1,1,0,0,0,1,1
42007,42007,,other,2983,1443,798,4319,159,10,97,102,4,0,6,0.268229,0.287433,0,0,3,3,0,0,0,3,3
42011,42011,,other,121682,388374,622,907,2339,35,190,10,5,0,1,1,1,0,0,3,3,0,0,0,3,3
42021,42021,,other,1736,5463,1681,3447,80,37,86,114,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42031,42031,,other,525016,33483,7245,24540,586,0,117,82,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42064,42064,,other,133622,274739,1736,5538,2048,36,53,147,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42103,42103,,other,111674,2301,565,15590,61,30,143,56,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42117,42117,,other,37106,618947,1086,1273,2548,93,152,48,4,0,1,1,1,0,0,2,2,0,0,0,2,2
42141,42141,,other,19680,2819,261,53428,16,160,131,69,3,0,1,1,1,0,0,1,1,0,0,0,1,1
42174,42174,,other,12361,2551,676,16438,18,2,164,36,7,0,6,0.304734,0.332848,0,0,4,4,0,0,0,4,4
42230,42230,,other,276505,13203,2507,236223,116,6,46,153,20,0,1,1,1,0,0,1,1,0,0,0,1,1
42238,42238,,other,27974,77315,65,17432,462,9,112,88,0,0,1,1,1,0,0,1,1,0,0,0,1,1
42251,42251,,other,28805,2048,888,9041,22,4,195,4,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42255,42255,,other,53728,54556,2484,9218,820,83,119,81,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42279,42279,,other,97149,28703,868,130317,601,3,141,59,4,0,1,1,1,0,0,2,2,0,0,0,2,2
42290,42290,,hateful,7488,3496,1884,17465,12,7,120,80,7,0.003131,5,0.394095,0.458035,2470.822437,9,34,43,0.014692,0.068069,9,34,43
42329,42329,,other,29953,931,1072,65407,0,85,4,196,18,0,1,1,1,0,0,1,1,0,0,0,1,1
42333,42333,,other,9518,5158,232,4716,41,4,192,8,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42373,42373,,other,40049,1083,385,73148,29,6,176,24,5,0,6,0.311245,0.343011,0,0,5,5,0,0,0,5,5
42389,42389,,other,6762,42203,30673,15021,164,156,195,5,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
42436,42436,,other,437,2939,27,0,2,90,197,3,6,0,1,1,1,0,0,1,1,0,0,0,1,1
42462,42462,,normal,5721,682,1055,4632,4,99,56,144,0,0,1,1,1,0,0,2,2,0,0.000104,0,2,2
42469,42469,,other,7564,11804,811,1173,360,282,86,109,8,0,1,1,1,0,0,1,1,0,0,0,1,1
42473,42473,,other,6619,903770,715,213,5975,68,198,2,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42484,42484,,other,87590,784,1629,62672,20,8,95,104,7,0,7,0.217976,0.22776,0,0,1,1,0,0,0,1,1
42505,42505,,other,13763,2734627,379,76,19920,129,167,33,8,0,1,1,1,0,0,1,1,0,0,0,1,1
42526,42526,,hateful,5677,323,390,2498,4,25,150,48,9,0.001084,7,0.253929,0.266814,7.400327,10,1,11,0.065394,0.003678,10,1,11
42554,42554,,other,64839,10271,9927,26034,136,15,132,68,18,0,8,0.186441,0.194639,0,0,1,1,0,0,0,1,1
42555,42555,,other,22063,1086,548,24151,11,7,124,70,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42576,42576,,other,1526,646886,193459,24,773,0,197,3,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42581,42581,,other,3842,466,422,26255,32,7,108,91,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42584,42584,,other,13189,2336,1950,49041,5,91,24,176,18,0,8,0.206965,0.220518,0,0,2,2,0,0,0,2,2
42609,42609,,hateful,105245,652,664,48563,39,24,30,170,4,0.00054,0,0,0,0,0,0,0,0,0,0,0,0
42645,42645,,other,271712,22691,9212,105695,160,205,11,189,0,0,1,1,1,0,0,2,2,0,0,0,2,2
42650,42650,,other,672,120309,0,69,513,0,200,0,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42687,42687,,other,14445,21368,3660,8516,475,54,130,70,5,0,1,1,1,0,0,2,2,0,0,0,2,2
42702,42702,,other,18857,222426,659,7945,901,51,189,11,0,0,9,0.181818,0.256672,0,0,1,1,0,0,0,1,1
42720,42720,,other,3268,257812,42409,60,668,0,197,3,4,0,7,0.236419,0.253506,0,0,2,2,0,0,0,2,2
42744,42744,,other,260912,4037,2499,292,91,6,63,137,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42748,42748,,other,37614,6883300,2707,246,46967,16,168,32,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42749,42749,,other,32386,24077,1460,21385,471,5,153,47,9,0,8,0.185654,0.195737,0,0,1,1,0,0,0,1,1
42772,42772,,other,14559,20837,588,89,135,25,185,15,8,0,1,1,1,0,0,1,1,0,0,0,1,1
42783,42783,,other,76440,1724,780,36280,70,18,38,162,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42787,42787,,normal,930,7859,89,15151,397,7,160,40,9,0,6,0.287175,0.309924,0,0,3,3,0,0.005388,0,3,3
42792,42792,,other,4572,711,59,18228,12,7,104,94,7,0,6,0.317853,0.3454,0,0,5,5,0,0,0,5,5
42826,42826,,other,9501,16483,2697,16402,114,154,64,136,8,0,1,1,1,0,0,1,1,0,0,0,1,1
42843,42843,,other,26708,6372,2401,36729,224,0,10,189,12,0,1,1,1,0,0,1,1,0,0,0,1,1
42855,42855,,other,7559,5470,383,17648,36,2,172,28,5,0,1,1,1,0,0,1,1,0,0,0,1,1
42861,42861,,other,16330,31819,25122,7,41,66,57,142,20,0,1,1,1,0,0,1,1,0,0,0,1,1
42863,42863,,other,36592,201574,128536,14342,1457,301,18,181,18,0,8,0.204827,0.232101,0,0,8,8,0,0,0,8,8
42866,42866,,other,302055,444531,709,3,14177,11,187,13,18,0,6,0.293732,0.325796,0,0,8,8,0,0,0,8,8
42911,42911,,other,7979,364396,828,12234,1600,190,149,51,18,0,5,0.309091,0.388235,0,0,2,2,0,0,0,2,2
42921,42921,,other,159509,31232,9101,221989,632,4,7,193,12,0,1,1,1,0,0,1,1,0,0,0,1,1
42928,42928,,hateful,619,107,53,271,1,4,191,9,7,0.00054,1,1,1,0,0,1,1,0,0.000311,0,1,1
42942,42942,,other,12912,3264,1457,56165,98,6,140,60,20,0,8,0.185096,0.194709,0,0,1,1,0,0,0,1,1
42969,42969,,other,31515,1034,281,15029,22,16,137,63,4,0,1,1,1,0,0,1,1,0,0,0,1,1
42977,42977,,other,123032,3035,746,5250,233,19,143,57,9,0,8,0.185654,0.195737,0,0,1,1,0,0,0,1,1
42995,42995,,other,11293,3450,379,17347,102,1,192,8,2,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
43023,43023,,other,8140,16251,80,55031,141,28,88,112,18,0,9,0.1545,0.165639,0,0,2,2,0,0,0,2,2
43058,43058,,other,40019,118474,45,10,3578,436,200,0,9,0,7,0.214038,0.225742,0,0,1,1,0,0,0,1,1
43066,43066,,other,92500,22944,3149,76519,684,16,192,8,5,0,1,1,1,0,0,1,1,0,0,0,1,1
43082,43082,,other,63099,12385,9326,22557,349,3,194,6,4,0,1,1,1,0,0,1,1,0,0,0,1,1
43087,43087,,other,155566,165141,17389,35696,671,122,63,137,8,0,1,1,1,0,0,1,1,0,0,0,1,1
43100,43100,,other,4177,672,1636,3567,0,58,110,90,18,0,1,1,1,0,0,1,1,0,0,0,1,1
43102,43102,,other,154677,53277,513,10427,61,132,19,181,3,0,1,1,1,0,0,1,1,0,0,0,1,1
43139,43139,,other,4743,4344,4075,5587,3,164,51,149,18,0,9,0.166399,0.176749,0,0,1,1,0,0,0,1,1
43157,43157,,other,635,1008,1262,489,4,52,106,94,5,0,1,1,1,0,0,1,1,0,0,0,1,1
43169,43169,,other,27091,2004191,149,2174,5541,125,89,109,7,0,6,0.29096,0.320496,0,0,7,7,0,0,0,7,7
43178,43178,,other,19358,898,676,29256,37,27,172,28,18,0,8,0.192045,0.205294,0,0,3,3,0,0,0,3,3
43218,43218,,hateful,37305,681,195,7278,35,8,192,8,4,0.00054,0,0,0,0,0,0,0,0,0,0,0,0
43244,43244,,other,782,28,175,18,0,214,189,11,18,0,1,1,1,0,0,1,1,0,0,0,1,1
43245,43245,,other,70900,16801,2959,56508,67,86,105,91,9,0,7,0.236101,0.264969,0,0,7,7,0,0,0,7,7
43261,43261,,other,53253,80896,2188,659,769,253,193,7,20,0,1,1,1,0,0,2,2,0,0,0,2,2
43284,43284,,other,7384,2593,756,17479,14,10,63,136,7,0,6,0.257741,0.270887,0,0,1,1,0,0,0,1,1
43295,43295,,hateful,1437,656,0,2287,3,10,137,62,9,0.005793,6,0.313906,0.350271,981.71431,17,9,26,0.054927,0.026039,17,9,26
43331,43331,,hateful,19632,1044,1972,4702,16,53,141,59,8,0.00054,0,0,0,0,0,0,0,0,0,0,0,0
43336,43336,,other,211151,11032,12117,257993,0,80,81,119,18,0,1,1,1,0,0,1,1,0,0,0,1,1
43350,43350,,hateful,41424,3642,5000,28314,8,80,5,195,18,0.000546,0,0,0,0,1,0,1,0.006797,0,1,0,1
43357,43357,,other,43645,1856808,252,5,8299,6,196,4,0,0,1,1,1,0,0,1,1,0,0,0,1,1
43370,43370,,other,38762,932,1317,17186,27,5,156,44,20,0,1,1,1,0,0,1,1,0,0,0,1,1
43412,43412,,other,6667,2337858,180,2248,1146,7,179,21,7,0,6,0.299129,0.325512,0,0,5,5,0,0,0,5,5
43425,43425,,other,1431,267153,523,357,1886,26,183,17,8,0,1,1,1,0,0,2,2,0,0,0,2,2
43451,43451,,other,4900,15299,483,49,319,98,117,83,0,0,1,1,1,0,0,1,1,0,0,0,1,1
43454,43454,,other,74,56,0,120,0,9,49,24,9,0,7,0.237654,0.255025,0,0,2,2,0,0,0,2,2
43461,43461,,other,73514,100378,3566,121989,1260,4,164,36,4,0,2,0.833333,0.9,0,0,4,4,0,0,0,4,4
43475,43475,,other,2875,133,77,3307,2,9,190,10,7,0,6,0.258606,0.27197,0,0,2,2,0,0,0,2,2
43497,43497,,hateful,420,55,0,1754,1,24,24,154,9,0.001567,0,0,0,0,20,0,20,0.121286,0,20,0,20
43511,43511,,other,963,57824,1,116,729,2,155,32,9,0,7,0.252459,0.271985,0,0,1,1,0,0,0,1,1
43513,43513,,other,360627,15540,8034,1629,234,28,102,98,4,0,1,1,1,0,0,2,2,0,0,0,2,2
43520,43520,,other,241,16523,14175,2446,66,0,200,0,9,0,1,1,1,0,0,1,1,0,0,0,1,1
43550,43550,,other,458065,30165,14396,1317,692,100,66,134,0,0,8,0.192474,0.205483,0,0,2,2,0,0,0,2,2
43600,43600,,other,7888,20369,807,19563,211,80,184,16,18,0,1,1,1,0,0,1,1,0,0,0,1,1
43613,43613,,other,974087,21442,408,3018,405,6,173,27,20,0,1,1,1,0,0,1,1,0,0,0,1,1
43621,43621,,other,2305,1324,769,1604,5,2,2,198,4,0,1,1,1,0,0,1,1,0,0,0,1,1
43633,43633,,other,79788,15165,992,69592,343,4,182,18,7,0,7,0.225641,0.239216,0,0,1,1,0,0,0,1,1
43670,43670,,other,1170,15469,198,56,179,4,198,2,4,0,1,1,1,0,0,1,1,0,0,0,1,1
43676,43676,,other,87455,2077,1606,98162,57,10,178,22,0,0,6,0.260274,0.319298,0,0,1,1,0,0,0,1,1
43682,43682,,hateful,29705,3545,4269,34218,26,60,106,92,0,0.001485,1,1,1,314,4,1,5,0.001031,0.000032,4,1,5
43686,43686,,other,14920,4422,4934,4341,89,3,47,153,4,0,1,1,1,0,0,1,1,0,0,0,1,1
43711,43711,,other,26283,1791,794,38696,31,2,173,27,7,0,8,0.184321,0.193646,0,0,1,1,0,0,0,1,1
43734,43734,,other,1778,50715,644,198,1203,2,185,15,18,0,8,0.218066,0.231973,0,0,2,2,0,0,0,2,2
43746,43746,,other,403,1944,545,164,4,131,113,84,18,0,9,0.153846,0.161578,0,0,1,1,0,0,0,1,1
43767,43767,,other,65202,25151,5681,75908,273,173,87,112,18,0,1,1,1,0,0,2,2,0,0,0,2,2
43788,43788,,hateful,318,113,122,1628,1,57,133,63,9,0.005403,6,0.289896,0.318187,1064.795992,13,3,16,0.041806,0.006979,13,3,16
43839,43839,,other,54899,583811,7753,29523,4684,2,172,28,5,0,1,1,1,0,0,1,1,0,0,0,1,1
43843,43843,,hateful,2039,205,89,5336,4,9,166,34,9,0.00324,5,0.332972,0.359283,603.457502,7,5,12,0.025171,0.011947,7,5,12
43853,43853,,other,40294,354700,2245,5505,2632,114,66,134,18,0,8,0.190389,0.209535,0,0,5,5,0,0,0,5,5
43859,43859,,other,108131,646110,3357,2407,6862,94,198,2,18,0,6,0.339581,0.367532,0,0,2,2,0,0,0,2,2
43885,43885,,other,12631,31854,76,27547,259,0,105,94,4,0,1,1,1,0,0,1,1,0,0,0,1,1
43905,43905,,other,44103,11372,5485,5222,195,19,188,12,18,0,6,0.277878,0.30302,0,0,5,5,0,0,0,5,5
43930,43930,,other,76316,8520,3480,54824,129,161,95,105,8,0,1,1,1,0,0,1,1,0,0,0,1,1
43938,43938,,normal,191822,6821,986,480,241,101,115,85,2,0,5,0.34133,0.365921,0,0,3,3,0,0.003775,0,3,3
43975,43975,,other,16023,21792,261,37617,169,10,164,36,11,0,1,1,1,0,0,3,3,0,0,0,3,3
43988,43988,,other,91880,6145,1526,6434,191,364,31,169,18,0,3,0.5,0.611111,0,0,1,1,0,0,0,1,1
43994,43994,,other,35271,2279,845,36199,32,3,141,59,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44018,44018,,other,33965,1685559,270,3545,5464,0,185,15,10,0,6,0.31307,0.33452,0,0,3,3,0,0,0,3,3
44053,44053,,hateful,88014,4053,4404,36702,104,24,167,33,9,0.00054,8,0.189655,0.199942,0,0,1,1,0,0.002255,0,1,1
44059,44059,,other,3136,32282,497,4274,207,19,125,75,7,0,2,0.75,0.833333,0,0,2,2,0,0,0,2,2
44070,44070,,other,37497,35305,8417,6517,955,283,88,112,8,0,1,1,1,0,0,1,1,0,0,0,1,1
44074,44074,,other,80311,3157,328,62747,17,216,11,189,3,0,1,1,1,0,0,1,1,0,0,0,1,1
44106,44106,,other,116791,4118,1971,47251,99,29,141,59,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44109,44109,,other,9313,2721,2809,10184,1,50,154,46,18,0,1,1,1,0,0,1,1,0,0,0,1,1
44120,44120,,other,675,3328399,130,165,7833,119,155,45,9,0,6,0.273292,0.291558,0,0,1,1,0,0,0,1,1
44139,44139,,normal,16013,5767,700,13938,130,17,118,82,2,0,2,0.666667,0.75,0,0,1,1,0,0.000002,0,1,1
44148,44148,,other,82914,17383,877,51927,235,15,158,41,18,0,8,0.190949,0.200008,0,0,1,1,0,0,0,1,1
44159,44159,,other,20757,1012998,120,1812,622,174,149,51,8,0,1,1,1,0,0,1,1,0,0,0,1,1
44185,44185,,other,109753,2664622,876,3531,35892,58,108,92,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44198,44198,,hateful,2258,519,795,4511,0,11,134,66,7,0.001133,6,0.292381,0.326221,161.78649,4,7,11,0.028853,0.012881,4,7,11
44200,44200,,other,47264,408493,326147,269,1479,1,198,2,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44220,44220,,other,55180,2663,1420,9731,76,58,91,109,9,0,7,0.250203,0.267896,0,0,1,1,0,0,0,1,1
44247,44247,,other,15636,1524460,555,1306,971,125,59,140,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44249,44249,,other,1212,11976,1157,1734,104,58,94,106,7,0,10,0.137229,0.146216,0,0,2,2,0,0,0,2,2
44253,44253,,hateful,65456,3703,364,0,31,26,147,52,9,0.00076,5,0.402887,0.454669,304.238005,7,20,27,0.058012,0.063205,7,20,27
44262,44262,,hateful,61224,15629,698,34305,260,10,167,33,7,0.00054,6,0.282569,0.305357,0,0,4,4,0,0.009351,0,4,4
44283,44283,,other,92008,51336,978,3937,1890,30,134,66,20,0,1,1,1,0,0,1,1,0,0,0,1,1
44302,44302,,other,48980,773757,339,2108,7204,17,200,0,4,0,7,0.22238,0.246732,0,0,8,8,0,0,0,8,8
44306,44306,,other,8724,10195,1699,10350,216,14,85,115,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44325,44325,,other,6159,882954,2,0,850,175,198,2,11,0,1,1,1,0,0,2,2,0,0,0,2,2
44342,44342,,other,78512,20135,20070,69617,53,173,24,176,18,0,9,0.169437,0.193467,0,0,7,7,0,0,0,7,7
44381,44381,,other,1448,1421,295,661,28,22,143,56,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44388,44388,,other,125,57,569,214,0,2,111,11,9,0,6,0.309859,0.335823,0,0,2,2,0,0,0,2,2
44403,44403,,other,1612,110018,99,210,1017,11,124,0,7,0,1,1,1,0,0,7,7,0,0,0,7,7
44406,44406,,other,371935,8774,847,1259,247,33,44,155,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44413,44413,,hateful,270240,12280,1188,1505,239,12,161,39,4,0.00054,1,1,1,0,0,1,1,0,0,0,1,1
44414,44414,,other,42136,45825,3111,50467,400,203,200,0,9,0,6,0.278733,0.298918,0,0,1,1,0,0,0,1,1
44428,44428,,other,67661,20558,128,92731,44,195,11,189,18,0,8,0.18686,0.201667,0,0,4,4,0,0,0,4,4
44429,44429,,normal,10096,1014,1228,60118,7,29,143,55,18,0,6,0.295585,0.323972,0,0,4,4,0,0.0095,0,4,4
44456,44456,,other,1428,890,321,1222,3,40,10,189,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44463,44463,,other,111427,5467,2570,1278,173,1,106,94,4,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
44466,44466,,other,305103,44360,12161,113236,379,224,18,182,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
44480,44480,,normal,45498,196756,6162,67032,1601,105,123,77,0,0,6,0.347826,0.401042,0,0,24,24,0,0.023174,0,24,24
44534,44534,,other,28686,3326,2205,19614,28,164,83,117,18,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
44549,44549,,other,6777,807,84,1157,18,10,136,64,18,0,7,0.24581,0.277103,0,0,7,7,0,0,0,7,7
44611,44611,,other,36551,29125,5077,31238,396,68,141,59,5,0,1,1,1,0,0,1,1,0,0,0,1,1
44647,44647,,other,120733,114761,999,6017,2024,31,158,42,8,0,1,1,1,0,0,1,1,0,0,0,1,1
44657,44657,,other,855,5621,45,43,19,54,107,91,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44666,44666,,normal,6042,19802,9464,2302,842,12,87,104,9,0,6,0.324895,0.348647,0,0,2,2,0,0.004225,0,2,2
44688,44688,,other,200663,1663,857,1440,19,10,136,64,20,0,1,1,1,0,0,1,1,0,0,0,1,1
44689,44689,,other,14439,312090,22502,4,218,342,185,15,8,0,1,1,1,0,0,1,1,0,0,0,1,1
44693,44693,,normal,15959,3580,1047,11,93,12,151,49,9,0,7,0.234577,0.24949,0,0,2,2,0,0.007096,0,2,2
44700,44700,,normal,143241,348154,22733,790,7929,45,191,9,10,0,6,0.314083,0.338065,0,0,4,4,0,0.004284,0,4,4
44724,44724,,other,1484,188,414,22251,7,20,106,62,20,0,7,0.203435,0.214858,0,0,2,2,0,0,0,2,2
44747,44747,,normal,27598,1497,564,24083,24,1,70,129,20,0,1,1,1,0,0,1,1,0,0.00001,0,1,1
44759,44759,,other,3592,897,710,3083,6,49,83,116,9,0,7,0.218285,0.228919,0,0,1,1,0,0,0,1,1
44760,44760,,hateful,332,32,23,1967,0,5,176,24,9,0.002696,7,0.255833,0.270343,18.442087,7,1,8,0.018142,0.002749,7,1,8
44814,44814,,normal,1544,12382,4,410,36,159,150,50,0,0,7,0.291862,0.322306,0,0,7,7,0,0.003309,0,7,7
44828,44828,,other,9301,783,455,13983,2,57,68,130,0,0,2,0.666667,0.75,0,0,1,1,0,0,0,1,1
44860,44860,,other,274,97058,91,127,468,144,171,29,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44873,44873,,other,565,2859,1298,210,8,247,175,25,18,0,1,1,1,0,0,1,1,0,0,0,1,1
44909,44909,,other,71902,9106,4807,73453,173,19,184,16,7,0,7,0.246203,0.267633,0,0,3,3,0,0,0,3,3
44914,44914,,other,93206,1820,1264,37926,63,18,100,100,4,0,1,1,1,0,0,1,1,0,0,0,1,1
44918,44918,,other,38156,29999,2289,37632,405,45,81,119,0,0,8,0.208333,0.288571,0,0,1,1,0,0,0,1,1
44941,44941,,other,47908,5132057,7538,46,56370,124,115,85,7,0,6,0.345475,0.389297,0,0,17,17,0,0,0,17,17
44998,44998,,other,33534,320831,1897,1418,4211,43,106,94,2,0,6,0.27673,0.288474,0,0,1,1,0,0,0,1,1
45000,45000,,other,8080,40080,696,0,1130,7,160,40,0,0,1,1,1,0,0,1,1,0,0,0,1,1
45004,45004,,other,26736,23543,1609,11718,916,42,173,27,5,0,1,1,1,0,0,1,1,0,0,0,1,1
45018,45018,,normal,65304,32138,3844,577,861,15,115,85,0,0,5,0.323077,0.444444,0,0,4,4,0,0.000874,0,4,4
45033,45033,,other,1654,1650,282,76,13,12,112,87,7,0,7,0.219686,0.234222,0,0,3,3,0,0,0,3,3
45040,45040,,hateful,36219,12990,203,3377,229,43,189,10,9,0.00072,5,0.364176,0.407166,92.529534,4,14,18,0.024263,0.051944,4,14,18
45058,45058,,other,108449,20844,2204,56814,336,7,147,53,5,0,1,1,1,0,0,1,1,0,0,0,1,1
