Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length
40966,hateful,6516,950,670,10867,1,0.030994084,0.499087141,57,7,177,3,103.1413043
40984,hateful,9779,713,619,18442,18,-0.020641834,0.463656136,74,166,34,28,133.215
40991,other,29468,3638,618,592,31,0.093408608,0.473414573,170,123,77,5,142.375
41014,other,357345,437737,4356,1577,5200,0.038880485,0.49946707,43,184,16,80,136.025
41019,normal,3807,7352,370,6,213,0.033771738,0.395635433,8,171,29,18,137.815
41023,other,29719,71489,220,17185,183,0.06243747,0.557352123,12,135,64,26,73.95979899
41039,other,31651,3680,2634,37351,41,0.009155019,0.55356611,14,57,143,4,78.805
41060,hateful,240,8571,194,632,12,0.263983974,0.503739255,274,119,80,29,124.2160804
41069,normal,29158,40015,2441,8475,508,0.060036081,0.481069271,17,144,56,44,131.43
41125,normal,22944,1682,2663,22139,30,0.106022625,0.519970979,7,125,75,2,97.95
41128,normal,50178,3582,1184,49827,145,0.040163264,0.513484149,27,36,164,5,105.58
41156,other,47161,11131,2000,96567,195,0.053938188,0.584537221,6,159,41,5,78.38
41171,other,171,41192,2,0,172,0.071750609,0.494649325,8,153,18,1,114.9707602
41177,other,5804,236353,212770,39,415,0.182334982,0.589908257,3,173,27,0,57.6
41178,other,15868,4959,689,18687,48,0.044408364,0.464946322,18,71,129,42,122.98
41180,other,64195,27511,13026,70906,69,0.106671584,0.4972005,195,8,192,1,137.9
41221,other,491315,223116,2089,32704,519,0.146022241,0.502061144,184,36,164,0,103.075
41236,other,11980,19102,1741,59,714,0.129922124,0.443658032,57,123,77,0,114.06
41270,other,99831,7646,8401,113012,98,0.036332036,0.483028705,73,22,178,15,204.835
41310,other,53634,1255,142,42777,55,0.09165168,0.497883983,9,108,92,23,98.145
41323,other,20517,7684,671,12496,14,0.106107568,0.55688158,2,199,1,31,49.6
41330,other,9019,2239195,1605,5636,1489,0.125136958,0.543586304,297,45,155,4,121.47
41339,other,106440,44929,2381,6690,247,0.111123357,0.493263686,22,132,68,9,87.615
41344,other,14464,1596,1257,1807,2,0.043110855,0.563698308,2,132,68,14,63.885
41404,other,32765,19235,192,31,415,0.113234193,0.423909032,89,145,55,2,128.315
41415,other,23642,385,251,4566,11,0.069182404,0.503000005,3,181,19,16,114.45
41420,other,35578,495,442,52088,12,0.111970704,0.54840908,13,60,140,35,84.755
41426,other,1224,6631,1338,7486,24,0.129612318,0.529451458,17,185,15,12,70.265
41435,normal,39975,12633,392,5,263,0.02129537,0.373723113,23,166,34,22,97.745
41452,hateful,4426,6182,1783,12433,31,0.073248029,0.442355316,29,15,169,0,98.55978261
41465,other,184985,8736,453,87,206,0.125841123,0.496976734,11,180,20,34,81.77
41501,other,6551,18116,2,99,522,0.065223072,0.385099069,5,192,8,0,124.565
41517,other,6275,421,399,11621,3,0.059826743,0.449959249,26,131,67,7,110.5252525
41524,other,39190,39968,38954,3221,218,0.095187921,0.493201991,16,189,9,21,55.94949495
41584,other,3430,54217,0,0,275,0,0,0,197,3,0,23
41604,other,96382,5359,3008,33270,129,0.017358644,0.542008066,0,38,162,1,86.195
41620,normal,76349,88040,5896,3025,231,0.128830953,0.521323944,72,185,15,22,92.3
41641,other,152614,42095,15609,23944,363,0.065948016,0.632623541,2,93,106,37,73.53266332
41646,other,191299,257124,2159,1091,1156,0.002282535,0.412249391,32,181,19,0,83.46
41656,other,9253,10559,3,865,166,0.100859048,0.399006246,134,195,5,0,124.16
41668,other,28693,16765040,7012,12940,53026,0.270219148,0.569534716,108,157,43,4,80.04
41677,other,52835,17775,1994,1676,530,-0.026063517,0.503859541,29,63,137,11,120.985
41697,other,132074,4551,715,21803,353,0.082580306,0.456696625,96,60,137,18,117.4670051
41698,normal,220,407,229,99,13,0.034764207,0.394898573,32,163,37,21,113.345
41700,hateful,144,1037,191,339,2,0.077320203,0.519283298,90,105,39,4,77.09722222
41792,other,15664,4635,666,63028,108,0.025561217,0.456939928,7,137,63,8,81.89
41794,other,11438,15586,72,2048,285,0.125283851,0.44723091,81,149,51,8,107.955
41810,other,9163,69892,48287,42142,715,0.095031041,0.439967022,134,157,43,18,131.96
41820,other,5072,181143,2643,2498,2045,0.133854348,0.504887566,41,163,37,54,112.95
41825,other,11361,18225,260,9511,439,0.076065603,0.46589482,166,107,93,33,173.135
41830,other,42823,20996,3021,13969,790,0.077346967,0.433810908,157,99,101,6,134.755
41871,other,85551,1891960,2117,3124,8076,0.183560911,0.510639611,97,134,66,7,105.425
41882,other,114263,185570,866,1764,1504,0.077877845,0.536961009,38,134,66,45,90.585
41905,other,156690,157826,3360,5660,4859,0.051176673,0.479327311,14,187,13,0,107.44
41917,other,33746,1106,543,12530,53,0.168221671,0.570674395,26,91,107,26,79.60606061
41938,other,15322,44491,37,28583,399,0.181017836,0.51273173,2,166,34,3,88.49
41948,other,17432,1914,465,91574,19,0.038347802,0.444364339,9,100,100,33,139.94
41954,other,4756,30631,16,12,1048,-0.012031601,0.336267511,24,176,24,1,117.14
41961,other,2639,2917,165,11387,34,0.026535528,0.590235925,10,129,70,28,72.8241206
41962,other,53760,49441,43373,4056,64,0.136222387,0.531005286,17,120,80,0,85.45
41970,normal,24014,25662,872,9638,269,0.034303925,0.460572004,31,110,90,107,164.16
41995,other,12056,4903,791,2353,175,0.062656076,0.395055515,30,39,161,2,130.43
41996,other,176093,149546,83,3246,885,0.10178536,0.478064138,89,161,39,1,124.54
42007,other,2983,1443,798,4319,159,0.103878921,0.513391401,10,97,102,11,56.28643216
42011,other,121682,388374,622,907,2339,0.043451212,0.49313045,35,190,10,117,138.945
42021,other,1736,5463,1681,3447,80,0.071288743,0.470278545,37,86,114,15,129.135
42031,other,525016,33483,7245,24540,586,0.074287919,0.572024912,0,117,82,8,57.4120603
42064,other,133622,274739,1736,5538,2048,0.055062096,0.512523774,36,53,147,5,110.3
42103,other,111674,2301,565,15590,61,0.090349478,0.5282857,30,143,56,43,98.40703518
42117,other,37106,618947,1086,1273,2548,0.202246886,0.47798805,93,152,48,8,120.295
42141,other,19680,2819,261,53428,16,0.179123113,0.568503194,160,131,69,6,89.49
42174,other,12361,2551,676,16438,18,0.116777154,0.493053111,2,164,36,6,66.345
42230,other,276505,13203,2507,236223,116,0.035477313,0.527528539,6,46,153,16,67.50753769
42238,other,27974,77315,65,17432,462,0.001602775,0.477968705,9,112,88,3,104.66
42251,other,28805,2048,888,9041,22,0.030183496,0.467935436,4,195,4,47,127.798995
42255,other,53728,54556,2484,9218,820,0.10164097,0.4707982,83,119,81,8,113.61
42279,other,97149,28703,868,130317,601,0.02712583,0.517105809,3,141,59,18,96.77
42290,hateful,7488,3496,1884,17465,12,0.089600687,0.535058325,7,120,80,3,77.74
42329,other,29953,931,1072,65407,0,0.019586941,0.480722446,85,4,196,2,112.9
42333,other,9518,5158,232,4716,41,0.105200616,0.519507724,4,192,8,26,89.085
42373,other,40049,1083,385,73148,29,0.119323467,0.636837254,6,176,24,2,60.445
42389,other,6762,42203,30673,15021,164,0.086644761,0.435827846,156,195,5,56,161.92
42436,other,437,2939,27,0,2,0.353846154,0.494230769,90,197,3,3,104.36
42462,normal,5721,682,1055,4632,4,0.029573503,0.467927068,99,56,144,26,193.69
42469,other,7564,11804,811,1173,360,0.163935748,0.43249919,282,86,109,6,143.2512821
42473,other,6619,903770,715,213,5975,0.09361347,0.417888267,68,198,2,25,137.33
42484,other,87590,784,1629,62672,20,0.162526867,0.534058759,8,95,104,1,54.22110553
42505,other,13763,2734627,379,76,19920,0.205201101,0.542013058,129,167,33,14,131.665
42526,hateful,5677,323,390,2498,4,0.056212427,0.428581593,25,150,48,10,112.1515152
42554,other,64839,10271,9927,26034,136,-0.012770001,0.464917168,15,132,68,8,122.44
42555,other,22063,1086,548,24151,11,0.118667894,0.601682197,7,124,70,13,66.77319588
42576,other,1526,646886,193459,24,773,0.093996937,0.618028916,0,197,3,0,71.88
42581,other,3842,466,422,26255,32,0.082299292,0.543989943,7,108,91,11,68.36180905
42584,other,13189,2336,1950,49041,5,0.040929891,0.479640497,91,24,176,6,134.77
42609,hateful,105245,652,664,48563,39,0.055583699,0.541347857,24,30,170,2,80.81
42645,other,271712,22691,9212,105695,160,0.099895945,0.513595643,205,11,189,0,123.4
42650,other,672,120309,0,69,513,0.434348807,0.658687943,0,200,0,1,38.98
42687,other,14445,21368,3660,8516,475,0.086688687,0.533912886,54,130,70,13,139.975
42702,other,18857,222426,659,7945,901,0.228169229,0.405404235,51,189,11,7,96.22
42720,other,3268,257812,42409,60,668,0.226280785,0.520099434,0,197,3,0,52.795
42744,other,260912,4037,2499,292,91,0.253944012,0.657219718,6,63,137,13,60.5
42748,other,37614,6883300,2707,246,46967,0.006189942,0.393887693,16,168,32,14,111.175
42749,other,32386,24077,1460,21385,471,0.017719745,0.511115917,5,153,47,10,100.245
42772,other,14559,20837,588,89,135,0.077499459,0.454596119,25,185,15,0,113.97
42783,other,76440,1724,780,36280,70,0.11975053,0.543687789,18,38,162,10,70.65
42787,normal,930,7859,89,15151,397,0.117653969,0.48990648,7,160,40,37,136.61
42792,other,4572,711,59,18228,12,0.10183417,0.48773533,7,104,94,20,97.3030303
42826,other,9501,16483,2697,16402,114,0.10633641,0.484614325,154,64,136,19,167.31
42843,other,26708,6372,2401,36729,224,0.06948742,0.558246112,0,10,189,0,78.69346734
42855,other,7559,5470,383,17648,36,0.05231646,0.544765711,2,172,28,4,61.77
42861,other,16330,31819,25122,7,41,0.118096795,0.491840346,66,57,142,12,74.11557789
42863,other,36592,201574,128536,14342,1457,0.139541688,0.523070177,301,18,181,0,159.6733668
42866,other,302055,444531,709,3,14177,0.045407513,0.354282017,11,187,13,2,80.17
42911,other,7979,364396,828,12234,1600,0.166663353,0.507580654,190,149,51,69,164.01
42921,other,159509,31232,9101,221989,632,0.051352128,0.534797596,4,7,193,0,89.895
42928,hateful,619,107,53,271,1,0.01679091,0.570862889,4,191,9,2,68.96
42942,other,12912,3264,1457,56165,98,0.074873056,0.552610268,6,140,60,9,65.555
42969,other,31515,1034,281,15029,22,0.267598044,0.604362835,16,137,63,11,76.745
42977,other,123032,3035,746,5250,233,0.06608309,0.499437135,19,143,57,52,109.575
42995,other,11293,3450,379,17347,102,0.068273311,0.520281412,1,192,8,11,127.25
43023,other,8140,16251,80,55031,141,0.175155436,0.519689541,28,88,112,1,93.755
43058,other,40019,118474,45,10,3578,0.030286109,0.456867615,436,200,0,0,105.12
43066,other,92500,22944,3149,76519,684,0.061480235,0.421112402,16,192,8,0,130.76
43082,other,63099,12385,9326,22557,349,0.085055056,0.505616276,3,194,6,38,104.415
43087,other,155566,165141,17389,35696,671,0.036683214,0.382918941,122,63,137,6,122.33
43100,other,4177,672,1636,3567,0,0.0831834,0.483884707,58,110,90,0,122.485
43102,other,154677,53277,513,10427,61,0.164095307,0.592146128,132,19,181,0,102.505
43139,other,4743,4344,4075,5587,3,0.144138122,0.502412127,164,51,149,6,240.805
43157,other,635,1008,1262,489,4,0.101364459,0.440804541,52,106,94,25,122.48
43169,other,27091,2004191,149,2174,5541,0.252215898,0.557686052,125,89,109,11,115.8888889
43178,other,19358,898,676,29256,37,0.062829352,0.481203407,27,172,28,25,100.05
43218,hateful,37305,681,195,7278,35,0.012692027,0.503991744,8,192,8,28,64.005
43244,other,782,28,175,18,0,0.029743973,0.452140523,214,189,11,3,120.7
43245,other,70900,16801,2959,56508,67,0.125954423,0.499728311,86,105,91,5,120.3469388
43261,other,53253,80896,2188,659,769,0.106019089,0.384710871,253,193,7,2,144.52
43284,other,7384,2593,756,17479,14,0.153182707,0.549271964,10,63,136,1,54.48743719
43295,hateful,1437,656,0,2287,3,0.029154191,0.429821907,10,137,62,41,109.8040201
43331,hateful,19632,1044,1972,4702,16,0.103133345,0.483887085,53,141,59,52,124.865
43336,other,211151,11032,12117,257993,0,0.030766047,0.448295683,80,81,119,3,118.07
43350,hateful,41424,3642,5000,28314,8,0.029652653,0.458523383,80,5,195,0,122.135
43357,other,43645,1856808,252,5,8299,-0.011960363,0.440477427,6,196,4,0,108.645
43370,other,38762,932,1317,17186,27,0.016933306,0.574850433,5,156,44,100,97.88
43412,other,6667,2337858,180,2248,1146,0.125327395,0.519768211,7,179,21,6,80.27
43425,other,1431,267153,523,357,1886,0.147481035,0.422932075,26,183,17,14,119.28
43451,other,4900,15299,483,49,319,0.019332126,0.449688312,98,117,83,0,120.425
43454,other,74,56,0,120,0,0.019530123,0.451591811,9,49,24,3,95.47945205
43461,other,73514,100378,3566,121989,1260,0.165472182,0.511558999,4,164,36,32,94.665
43475,other,2875,133,77,3307,2,0.110884146,0.528375009,9,190,10,11,86.23
43497,hateful,420,55,0,1754,1,0.032501434,0.410750957,24,24,154,1,105.1292135
43511,other,963,57824,1,116,729,0.064937028,0.51480164,2,155,32,0,63.65240642
43513,other,360627,15540,8034,1629,234,0.102886967,0.483032051,28,102,98,23,86.23
43520,other,241,16523,14175,2446,66,0.284126984,0.534126984,0,200,0,0,24.595
43550,other,458065,30165,14396,1317,692,0.033807439,0.454637091,100,66,134,6,117.27
43600,other,7888,20369,807,19563,211,0.267883361,0.497481302,80,184,16,8,88.94
43613,other,974087,21442,408,3018,405,0.004027982,0.591704784,6,173,27,27,89.45
43621,other,2305,1324,769,1604,5,0.235409971,0.595935546,2,2,198,1,48.38
43633,other,79788,15165,992,69592,343,0.13867449,0.540969461,4,182,18,10,83.36
43670,other,1170,15469,198,56,179,0.008482749,0.524285824,4,198,2,52,77.3
43676,other,87455,2077,1606,98162,57,0.048394219,0.490254028,10,178,22,5,111.895
43682,hateful,29705,3545,4269,34218,26,0.060122556,0.488300601,60,106,92,27,158.5050505
43686,other,14920,4422,4934,4341,89,0.013003363,0.568363267,3,47,153,9,67.97
43711,other,26283,1791,794,38696,31,0.056981321,0.583203263,2,173,27,4,57.825
43734,other,1778,50715,644,198,1203,0.066874263,0.41582477,2,185,15,11,127.105
43746,other,403,1944,545,164,4,0.068869007,0.485227191,131,113,84,28,137.6903553
43767,other,65202,25151,5681,75908,273,0.04532935,0.520681818,173,87,112,4,136.5778894
43788,hateful,318,113,122,1628,1,0.065218997,0.484901642,57,133,63,17,83.83673469
43839,other,54899,583811,7753,29523,4684,0.072601845,0.428178647,2,172,28,16,115.72
43843,hateful,2039,205,89,5336,4,0.091752337,0.490921153,9,166,34,12,92.85
43853,other,40294,354700,2245,5505,2632,0.054676189,0.494798253,114,66,134,27,137.47
43859,other,108131,646110,3357,2407,6862,0.13711039,0.503536321,94,198,2,0,142.64
43885,other,12631,31854,76,27547,259,0.115148268,0.612131838,0,105,94,0,79.26130653
43905,other,44103,11372,5485,5222,195,0.035061988,0.467891299,19,188,12,23,163.19
43930,other,76316,8520,3480,54824,129,0.139563011,0.568157998,161,95,105,0,69.395
43938,normal,191822,6821,986,480,241,0.023843925,0.440381743,101,115,85,11,173.5
43975,other,16023,21792,261,37617,169,0.051931453,0.557631615,10,164,36,20,115.46
43988,other,91880,6145,1526,6434,191,0.028170315,0.419728319,364,31,169,3,135.31
43994,other,35271,2279,845,36199,32,0.114506149,0.53884174,3,141,59,0,66.17
44018,other,33965,1685559,270,3545,5464,0.080836432,0.397886293,0,185,15,0,86.715
44053,hateful,88014,4053,4404,36702,104,0.000761564,0.439068966,24,167,33,2,116.245
44059,other,3136,32282,497,4274,207,0.105270528,0.511240175,19,125,75,29,120.285
44070,other,37497,35305,8417,6517,955,0.034668006,0.482806224,283,88,112,18,151.34
44074,other,80311,3157,328,62747,17,0.158775783,0.440813598,216,11,189,2,100.505
44106,other,116791,4118,1971,47251,99,-0.008649245,0.524952402,29,141,59,18,112.98
44109,other,9313,2721,2809,10184,1,0.171221001,0.538361951,50,154,46,15,109.195
44120,other,675,3328399,130,165,7833,0.196028541,0.450168274,119,155,45,11,141.09
44139,normal,16013,5767,700,13938,130,0.037337505,0.460301867,17,118,82,24,102.115
44148,other,82914,17383,877,51927,235,0.052058171,0.528139967,15,158,41,16,108.2964824
44159,other,20757,1012998,120,1812,622,0.221154401,0.483887858,174,149,51,2,125.33
44185,other,109753,2664622,876,3531,35892,0.202948968,0.581537929,58,108,92,36,127.38
44198,hateful,2258,519,795,4511,0,0.125091258,0.480425844,11,134,66,18,97.525
44200,other,47264,408493,326147,269,1479,0.017728771,0.586996503,1,198,2,5,66.19
44220,other,55180,2663,1420,9731,76,-0.002227652,0.452739526,58,91,109,68,134.195
44247,other,15636,1524460,555,1306,971,0.129006789,0.465925407,125,59,140,2,96.67336683
44249,other,1212,11976,1157,1734,104,0.050187649,0.517607223,58,94,106,17,141.72
44253,hateful,65456,3703,364,0,31,0.029490212,0.411343135,26,147,52,145,210.4572864
44262,hateful,61224,15629,698,34305,260,0.081389754,0.518348705,10,167,33,35,130.575
44283,other,92008,51336,978,3937,1890,0.089700968,0.496927005,30,134,66,9,93.28
44302,other,48980,773757,339,2108,7204,0.06570864,0.396686666,17,200,0,2,123.54
44306,other,8724,10195,1699,10350,216,0.01332632,0.386933438,14,85,115,20,148.385
44325,other,6159,882954,2,0,850,0.107654121,0.463794205,175,198,2,6,130.24
44342,other,78512,20135,20070,69617,53,0.134714912,0.515421477,173,24,176,0,124.515
44381,other,1448,1421,295,661,28,0.156837681,0.465962577,22,143,56,21,125.9949749
44388,other,125,57,569,214,0,0.023991645,0.505227098,2,111,11,9,129.9754098
44403,other,1612,110018,99,210,1017,0.072558232,0.59842318,11,124,0,92,123.5725806
44406,other,371935,8774,847,1259,247,0.154439186,0.499153583,33,44,155,0,75.0201005
44413,hateful,270240,12280,1188,1505,239,0.077302219,0.522585326,12,161,39,16,82.425
44414,other,42136,45825,3111,50467,400,0.264412555,0.548281426,203,200,0,129,149.5
44428,other,67661,20558,128,92731,44,0.024618323,0.504845691,195,11,189,0,129.72
44429,normal,10096,1014,1228,60118,7,0.05654813,0.452796852,29,143,55,8,99.28787879
44456,other,1428,890,321,1222,3,0.081432026,0.47635817,40,10,189,5,117.1809045
44463,other,111427,5467,2570,1278,173,0.018995726,0.514905983,1,106,94,54,108.91
44466,other,305103,44360,12161,113236,379,0.088773332,0.526718106,224,18,182,0,138.515
44480,normal,45498,196756,6162,67032,1601,0.01792464,0.410828561,105,123,77,8,163.895
44534,other,28686,3326,2205,19614,28,0.064118229,0.510359526,164,83,117,8,114.695
44549,other,6777,807,84,1157,18,0.019192284,0.41845384,10,136,64,5,128.67
44611,other,36551,29125,5077,31238,396,0.201295153,0.536962795,68,141,59,44,113.98
44647,other,120733,114761,999,6017,2024,0.082424676,0.493946419,31,158,42,59,110.85
44657,other,855,5621,45,43,19,0.064387533,0.473689102,54,107,91,5,159.3636364
44666,normal,6042,19802,9464,2302,842,0.122406014,0.510554252,12,87,104,0,102.4659686
44688,other,200663,1663,857,1440,19,0.114428097,0.617649689,10,136,64,65,94.265
44689,other,14439,312090,22502,4,218,0.22492142,0.431184552,342,185,15,2,119.455
44693,normal,15959,3580,1047,11,93,0.128709857,0.495755483,12,151,49,43,121.41
44700,normal,143241,348154,22733,790,7929,0.080375539,0.318068081,45,191,9,0,109.14
44724,other,1484,188,414,22251,7,0.103137526,0.51836545,20,106,62,7,62.13095238
44747,normal,27598,1497,564,24083,24,0.092880601,0.514117328,1,70,129,11,75.55778894
44759,other,3592,897,710,3083,6,0.208706077,0.60628228,49,83,116,18,75.95477387
44760,hateful,332,32,23,1967,0,0.042877014,0.478837151,5,176,24,0,87.93
44814,normal,1544,12382,4,410,36,0.086490005,0.499802446,159,150,50,20,135.42
44828,other,9301,783,455,13983,2,0.066238152,0.465528039,57,68,130,13,131.3989899
44860,other,274,97058,91,127,468,0.321027004,0.506569562,144,171,29,27,121.9
44873,other,565,2859,1298,210,8,0.098696903,0.413650321,247,175,25,5,90.87
44909,other,71902,9106,4807,73453,173,0.031143956,0.402419592,19,184,16,18,163.48
44914,other,93206,1820,1264,37926,63,0.152871323,0.564441633,18,100,100,43,79.935
44918,other,38156,29999,2289,37632,405,0.077391951,0.522305704,45,81,119,36,141.005
44941,other,47908,5132057,7538,46,56370,0.029297639,0.29419176,124,115,85,19,142.14
44998,other,33534,320831,1897,1418,4211,0.114206036,0.517803343,43,106,94,33,122.075
45000,other,8080,40080,696,0,1130,0.057139261,0.460275775,7,160,40,34,114.12
45004,other,26736,23543,1609,11718,916,0.066047844,0.481515232,42,173,27,13,106.255
45018,normal,65304,32138,3844,577,861,0.041878105,0.48057024,15,115,85,26,136.28
45033,other,1654,1650,282,76,13,0.084505104,0.484633894,12,112,87,26,88.92462312
45040,hateful,36219,12990,203,3377,229,-0.01129861,0.396744597,43,189,10,131,207.0653266
45058,other,108449,20844,2204,56814,336,0.075946177,0.523169947,7,147,53,14,80.385
45067,normal,156,76,137,387,0,0.014241909,0.521379612,4,74,79,1,59.71895425
45090,other,18732,10193,80,133,55,0.051300216,0.406096458,33,112,88,28,127.065
45112,other,16941,13845,3246,3422,70,0.052780885,0.508391578,12,141,59,45,73.485
45116,hateful,23890,169,53,11858,18,0.004951364,0.461440884,36,5,195,3,120.6
45121,other,35795,26537,486,15239,1407,0.003111082,0.437304376,42,91,109,23,159.605
45131,other,32935,5268300,8587,2073,4916,0.109577036,0.535287018,0,196,4,10,79.62
45139,other,61557,7000,2323,86468,359,0.003228958,0.329659212,118,46,154,12,121.78
45157,other,48962,15452,1209,9916,487,0.076145896,0.49854903,21,139,61,7,110.94
45160,other,26797,19799,6068,40743,51,0.03465901,0.498079624,190,5,195,0,135.78
45162,normal,1173,2250,702,451,36,0.058864843,0.518801067,48,128,72,28,117.99
45164,other,99,11906,0,4,20,0.052714412,0.542968827,11,75,23,5,116.1632653
45166,other,75653,3191,3758,1350,12,0.150869965,0.532990119,53,105,95,18,75.135
45170,normal,7562,11015,1435,4223,301,0.074311289,0.443813035,45,137,63,16,126.69
45213,other,468385,160333,130931,216562,1182,0.278973575,0.567901515,44,0,200,0,99.83
45240,other,8203,85088,13283,42441,389,0.081311106,0.545975179,34,131,69,0,124.79
45256,other,1757,55073,68,70,876,-0.051576322,0.330373612,0,200,0,0,108.72
45268,other,122004,26986,465,39723,261,0.121282932,0.543026005,0,146,54,19,108.955
45349,other,1536,368,263,1273,4,0.033609699,0.467747166,10,167,33,16,124.565
45400,hateful,3470,14899,321,11557,83,0.06769934,0.46140378,12,167,28,1,84.24102564
45413,other,30063,43480,964,16836,586,0.156346915,0.534756942,96,149,50,87,120.0502513
45421,other,43920,724319,287,76,4965,0.108405042,0.432299034,32,22,178,12,118.47
45430,other,110361,13040,5106,108246,184,0.104146519,0.571564751,1,22,178,0,75.705
45435,normal,5032,315,407,12923,14,0.018235874,0.491736999,162,133,67,41,145.605
45479,other,134996,46408,27504,124786,36,0.076655428,0.505219582,241,21,179,0,127.335
45520,other,40582,17344,105,59805,698,0.047953077,0.481547928,5,109,91,14,74.36
45521,other,312563,17339,235,3534,404,0.012467186,0.526036899,4,163,36,51,98.36683417
45553,other,17311,10411,2962,13327,311,0.125733559,0.512228519,16,141,58,15,103.3266332
45594,other,182032,9373,999,27243,374,0.11656928,0.496495914,8,136,64,39,77.81
45596,normal,5718,18468,3,0,53,0.019588023,0.544390118,0,200,0,0,67.845
45634,other,142539,3517,974,54032,27,0.18017308,0.585069175,7,130,70,26,47.08
45654,hateful,84312,694,386,1669,19,0.044409913,0.523052569,12,124,76,76,111.605
45657,other,44812,56112,1763,93597,749,0.133316597,0.593392017,5,131,69,9,86.805
45674,other,11498,76480,618,18978,95,0.188107564,0.518245451,1,187,13,5,111.785
45735,other,4518,3624,2408,5612,18,0.194683878,0.509630464,247,7,193,0,134.605
45771,other,6178,198777,526,56665,547,0.10088398,0.573409574,0,196,3,5,53.24623116
45772,other,41528,1936,536,6,53,0.025089945,0.536531057,7,88,111,56,78.05025126
45787,other,226665,47706,4032,78166,591,0.087989885,0.500738525,208,18,182,0,147.655
45790,other,230928,285327,2558,4665,3139,0.07457516,0.397490867,109,112,88,2,136.455
45821,normal,50299,4895,2419,4310,114,0.076949507,0.539044681,3,122,77,45,91.75376884
45839,other,11247,4033,2982,11537,33,0.054728225,0.561461293,10,172,27,32,56.01005025
45871,other,4724,15477,1159,2046,425,0.073138479,0.512124046,13,165,35,32,148.235
45878,other,9390,3869,2171,1563,42,0.05765954,0.454135761,134,196,4,37,156.505
45894,other,28318,9777,8313,7279,64,0.044518329,0.408097149,63,39,161,9,142.01
45918,other,20325,31267,1369,1330,504,0.083880225,0.491278839,32,124,76,39,115.445
45940,other,48406,19681,18476,59001,67,0.0786104,0.526291768,238,3,197,0,132.25
45945,other,1641,333,815,5527,2,0.088020927,0.528449418,2,166,32,1,76.40909091
46001,other,274601,6298,1883,10594,149,0.01107925,0.573720002,9,165,35,95,88.93
46019,other,109709,3961,934,10175,72,0.085394661,0.569716347,5,181,19,24,61.365
46028,other,7226,661,292,10000,40,0.05456054,0.573496655,2,100,95,4,65.6974359
46031,other,15360,178409,97307,186,296,0.220667253,0.613356969,3,177,21,14,51.32828283
46051,other,16479,575109,1799,6695,2738,0.104699665,0.503077631,21,141,59,90,153.545
46066,other,59702,3762045,9356,1631,11581,0.263207519,0.528013869,96,115,85,26,75.495
46068,other,74118,1057644,1712,5333,7505,0.063092011,0.432558771,34,147,53,0,115.41
46080,other,185546,2480,1570,2629,116,0.058774233,0.519380309,10,154,46,63,74.965
46086,other,263055,25555,1610,3649,619,0.127129674,0.534801952,1,71,129,25,75.87
46109,other,11463,330,496,11188,2,0.010071061,0.545506084,24,128,71,19,89.74874372
46223,other,172,5356,22,103,35,0.18639964,0.504470884,105,116,55,38,97.19298246
46226,other,296533,3512,987,4944,166,0.121912248,0.537523761,37,128,72,34,63.89
46256,hateful,930,472,304,692,2,-0.006054626,0.547031944,12,152,48,13,131.29
46284,other,7905,2465,266,10282,26,0.078477262,0.420961476,39,112,88,14,133.465
46290,other,5051,13902,2295,7116,468,0.100269722,0.443857928,0,165,34,16,98.50753769
46297,other,22282,91533,63468,4395,310,0.153239397,0.517072971,1,124,76,0,79.05
46309,hateful,3155,211,191,10799,3,0.039816109,0.493592629,4,133,64,2,92.2893401
46333,other,95871,4794,5009,12861,30,-0.087989896,0.385323725,0,200,0,0,108.37
46335,other,35016,32449,3218,21136,462,0.044494693,0.465234472,93,119,81,80,173.8
46359,other,349004,6587,1144,993,113,0.043760804,0.497280387,32,114,86,60,107.165
46373,normal,317432,1779,724,23508,81,0.127379291,0.507189575,26,122,78,29,93.875
46382,other,141917,2474,588,108399,95,0.071270599,0.47212096,12,66,133,5,84.22110553
46396,other,8995,5549,4083,2135,30,0.102803132,0.526267758,10,125,74,34,100.1758794
46412,other,5866,268,514,1255,67,0.069901395,0.493221996,17,188,12,12,99.565
46444,other,158898,1049402,674,1737,9195,0.049882512,0.395035751,9,191,9,0,138.615
46446,other,25421,159436,3243,15471,739,0.181790317,0.494770396,65,161,39,26,115.74
46453,other,5767,472239,200,1,4508,0.097008226,0.472905194,63,185,15,5,135.58
46456,normal,21781,36355,1169,26779,469,0.084204137,0.398416085,41,157,43,15,124.51
46465,other,3406,481,382,3559,3,0.045930614,0.486239763,18,115,85,23,122.95
46529,other,47868,642,441,20599,173,0.006581582,0.482177084,53,129,71,21,102.785
46531,other,212150,1806,551,2700,68,0.176512336,0.550629398,7,143,57,39,78.21
46545,normal,142,287123,3,49,371,0.027042649,0.441686308,0,142,0,0,82.76056338
46583,other,59003,45197,977,28654,1107,0.142999892,0.486865467,11,170,30,19,103.44
46586,other,21042,191170,540,1696,4155,0.004880729,0.474448113,63,165,35,74,155.06
46588,other,67034,28360,4620,15668,235,0.114988228,0.487196384,43,153,47,19,101.76
46590,other,52698,14915,12569,94695,43,0.057126038,0.496192387,17,65,135,31,127.59
