Id,Label,timeset,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,indegree,outdegree,Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,Authority,Hub,pageranks
49127,,,other,61435,11520,177,86473,121,0,2,2,1,1,1,0,137,0,0.000337,0
49129,,,normal,3003,10184,232,426,57,0,1,1,1,1,1,0,146,0,0,0.000139
49131,,,other,5460,4065,1036,906,210,0,1,1,1,1,1,0,146,0,0.000053,0
49136,,,other,143833,26010,977,57843,145,0,3,3,3,0.625,0.766667,0,113,0,0.004299,0
49141,,,other,60858,15312,9631,21643,74,0,10,10,3,0.652174,0.8,0,137,0,0.002357,0
49142,,,other,57942,37450,2193,10372,1219,0,12,12,17,0.141372,0.194577,0,146,0,0.002922,0
49155,,,other,31951,35226,994,22962,678,0,5,5,2,0.857143,0.916667,0,146,0,0.000404,0
49160,,,normal,13236,1337,793,27157,5,2,0,2,0,0,0,0,137,0.000009,0,0.00036
49164,,,normal,3881,14360,250,2158,207,2,0,2,0,0,0,0,70,0.000037,0,0.000268
49165,,,other,554,396,457,359,27,0,1,1,1,1,1,0,124,0,0,0
49169,,,other,21635,10682,1101,16980,336,0,1,1,1,1,1,0,146,0,0.000078,0
49173,,,other,12102,679,286,28086,11,0,1,1,2,0.6,0.666667,0,27,0,0.000004,0
49176,,,other,11855,2480,2926,14232,9,0,1,1,20,0.102841,0.116016,0,113,0,0.001287,0
49178,,,other,51768,240819,474,61,2510,0,12,12,3,0.73913,0.843137,0,137,0,0.002271,0
49179,,,other,10405,13798,891,6914,147,0,3,3,3,0.625,0.766667,0,111,0,0.00003,0
49181,,,other,7013,15538,3201,1155,453,0,1,1,1,1,1,0,100,0,0.000015,0
49187,,,other,14609,2639,1087,3882,83,0,1,1,1,1,1,0,70,0,0.000001,0
49189,,,other,115890,54604,1282,383,954,0,3,3,18,0.110888,0.139041,0,146,0,0.000215,0
49190,,,other,40897,9246,3318,6174,449,0,2,2,2,0.666667,0.75,0,146,0,0.000091,0
49191,,,other,1171,191,268,9905,0,0,1,1,3,0.5,0.527778,0,137,0,0.000052,0
49192,,,other,130675,38974,865,47,393,0,1,1,3,0.5,0.611111,0,137,0,0.000029,0
49193,,,other,3044,96075,580,1141,220,0,1,1,1,1,1,0,137,0,0.000317,0
49194,,,other,16230,2290,821,20835,4,0,1,1,1,1,1,0,97,0,0,0
49196,,,other,6098,6438,639,359,229,0,1,1,17,0.117899,0.134135,0,146,0,0.00003,0
49198,,,other,386,3248,22,110,87,0,1,1,5,0.333333,0.415,0,53,0,0.000004,0
49201,,,other,5621,5754,700,34,272,0,1,1,2,0.666667,0.75,0,146,0,0.000027,0
49203,,,other,1335,3709,183,854,47,0,2,2,1,1,1,0,137,0,0.000157,0
49204,,,other,11390,43487,1553,33387,1189,0,1,1,1,1,1,0,146,0,0.000043,0
49206,,,other,12048,3600,3410,13735,19,0,1,1,11,0.163004,0.184814,0,113,0,0.000022,0
49207,,,other,397,70982,34,50,117,0,19,19,4,0.622222,0.794643,0,137,0,0.002709,0
49212,,,other,21045,35980,2415,46,534,0,1,1,1,1,1,0,53,0,0.000019,0
49216,,,normal,27785,1022,1068,55882,20,0,0,0,0,0,0,0,137,0,0,0.000139
49217,,,other,234,1782,70,5,21,0,1,1,1,1,1,0,130,0,0.000022,0
49218,,,other,31051,69199,870,10179,2319,0,2,2,17,0.13739,0.169447,0,111,0,0.000052,0
49220,,,other,29634,8471,4192,1223,420,0,1,1,1,1,1,0,146,0,0.000153,0
49221,,,other,23554,2540,394,165,19,0,1,1,2,0.6,0.666667,0,27,0,0.000004,0
49222,,,other,82106,120208,311,3494,4440,0,1,1,1,1,1,0,113,0,0.000292,0
49223,,,other,89345,2037,500,776,92,0,1,1,1,1,1,0,137,0,0.000077,0
49227,,,other,1791,1578,165,755,10,0,1,1,1,1,1,0,148,0,0,0
49228,,,other,6974,3887026,61,2987,2958,0,1,1,1,1,1,0,97,0,0.000038,0
49229,,,normal,3066,19,138,1482,4,1,0,1,0,0,0,0,27,0.000317,0,0.000146
49230,,,other,4907,426,244,4356,48,0,4,4,1,1,1,0,137,0,0.000916,0
49231,,,other,60312,1875,1071,22522,14,0,1,1,1,1,1,0,137,0,0.000107,0
49234,,,other,43421,4308,1457,32667,389,0,1,1,1,1,1,0,20,0,0,0
49239,,,normal,2782,3525,400,1257,59,0,0,0,0,0,0,0,113,0,0,0.000139
49241,,,other,5781,20897,1667,2404,276,0,2,2,1,1,1,0,123,0,0.00001,0
49249,,,other,99052,3459435,1892,1412,21,0,6,6,1,1,1,0,68,0,0.000176,0
49250,,,other,26548,142506,2,0,452,0,16,16,4,0.636364,0.764881,0,113,0,0.000852,0
49261,,,other,137105,412553,1216,21456,2417,0,1,1,2,0.666667,0.75,0,137,0,0.000057,0
49263,,,normal,18940,381,438,13360,11,0,0,0,0,0,0,0,137,0,0,0.000139
49267,,,other,21559,52589,33967,10064,646,0,7,7,1,1,1,0,130,0,0.000034,0
49270,,,other,7747,31534,2651,3876,356,0,1,1,3,0.5,0.611111,0,111,0,0,0
49276,,,other,414027,22657,2289,3927,109,0,1,1,1,1,1,0,100,0,0.000001,0
49284,,,normal,7589,2451,1509,5117,66,1,1,2,1,1,1,1,111,0,0,0.000198
49286,,,other,1321,299,103,986,19,0,1,1,1,1,1,0,146,0,0.000014,0
49291,,,other,3399,2954,530,450,129,0,2,2,1,1,1,0,125,0,0.00005,0
49292,,,other,10058,6414,766,25425,49,0,1,1,1,1,1,0,68,0,0.000029,0
49294,,,other,666877,6878,1741,14716,339,0,3,3,2,0.8,0.875,0,137,0,0.000524,0
49295,,,other,53250,23360,794,886,393,0,1,1,1,1,1,0,111,0,0,0
49296,,,normal,1960,2265,2614,183,169,2,1,3,1,1,1,59.1,146,0.000044,0.000017,0.000277
49297,,,other,63465,2042984,57,44,12696,0,7,7,2,0.888889,0.9375,0,111,0,0.000368,0
49301,,,other,94835,4011,3645,16,2080,0,3,3,4,0.444444,0.604167,0,130,0,0.000009,0
49310,,,other,3891,24853,20231,2913,189,0,3,3,1,1,1,0,20,0,0.000123,0
49311,,,other,222209,1426,892,38767,82,0,1,1,1,1,1,0,137,0,0.000069,0
49313,,,other,929,2068,1801,609,5,0,7,7,2,0.769231,0.85,0,146,0,0.00093,0
49316,,,other,100416,124601,330,1534,1390,0,3,3,1,1,1,0,123,0,0.000085,0
49324,,,other,32131,219388,7856,3390,1522,0,3,3,2,0.8,0.875,0,27,0,0.000047,0
49325,,,normal,39877,6616,6557,55176,16,6,0,6,0,0,0,0,113,0.087356,0,0.000299
49326,,,other,37658,818354,1161,3429,4646,0,1,1,2,0.666667,0.75,0,68,0,0.000353,0
49329,,,other,22295,33906,3707,2042,1202,0,1,1,1,1,1,0,68,0,0.000044,0
49331,,,other,19369,12315,7282,17156,188,0,3,3,3,0.470588,0.604167,0,137,0,0.000187,0
49334,,,normal,902,203,179,382,3,11,10,21,2,0.727273,0.8125,44.29485,68,0,0,0.002209
49338,,,other,28040,6085,3329,53810,50,0,1,1,1,1,1,0,27,0,0.000017,0
49341,,,other,8317,4258,572,2064,155,0,1,1,2,0.666667,0.75,0,146,0,0.000021,0
49342,,,other,11819,143103,161,1724,526,0,2,2,2,0.75,0.833333,0,146,0,0.000887,0
49343,,,other,69642,217523,2947,490,10126,0,2,2,2,0.75,0.833333,0,146,0,0.000491,0
49345,,,normal,1002,275,416,12680,0,0,0,0,0,0,0,0,100,0,0,0.000139
49346,,,other,8245,12169,325,38,472,0,1,1,2,0.666667,0.75,0,146,0,0.000018,0
49349,,,other,29049,272,248,1767,15,0,1,1,3,0.5,0.611111,0,137,0,0.000025,0
49351,,,normal,460,330,477,4054,4,0,0,0,0,0,0,0,130,0,0,0.000139
49353,,,normal,119,785,180,418,8,1,0,1,0,0,0,0,111,0,0,0.000256
49355,,,other,11609,9577,2442,16155,42,0,3,3,1,1,1,0,137,0,0.000687,0
49356,,,other,3597,3005,765,241,73,0,1,1,1,1,1,0,111,0,0.000051,0
49357,,,other,32989,7252241,154,5599,9667,0,1,1,1,1,1,0,137,0,0.00006,0
49358,,,normal,39390,965,911,1179,8,0,0,0,0,0,0,0,137,0,0,0.000139
49359,,,other,394029,3788,1596,1594,138,0,2,2,3,0.571429,0.708333,0,68,0,0.000036,0
49361,,,other,228862,24910,1610,24,69,0,1,1,2,0.666667,0.75,0,100,0,0.000017,0
49368,,,normal,410122,9095,1020,7885,402,1,0,1,0,0,0,0,111,0.000237,0,0.000198
49369,,,other,23845,1114190,1091,3543,4210,0,9,9,12,0.136696,0.192329,0,111,0,0.000685,0
49370,,,other,9361,2373,299,5500,11,0,1,1,1,1,1,0,137,0,0.000111,0
49376,,,other,27768,26369,3709,845,909,0,4,4,18,0.111582,0.138644,0,146,0,0.000571,0
49378,,,other,122829,106048,320,10,3809,0,2,2,18,0.107921,0.124796,0,146,0,0.000264,0
49385,,,other,356,148293,106530,9095,375,0,7,7,16,0.110979,0.151174,0,137,0,0.001675,0
49387,,,other,323,73,208,229,0,0,1,1,2,0.666667,0.75,0,146,0,0.000002,0
49389,,,other,184316,1504282,264,861,40432,0,2,2,1,1,1,0,27,0,0.000212,0
49390,,,other,56507,18066,4207,9109,472,0,1,1,4,0.454545,0.508333,0,68,0,0.000008,0
49392,,,other,34723,64177,8891,3873,1661,0,110,110,3,0.854305,0.922481,0,137,0,0.016931,0
49393,,,other,5002,2402,1260,375,145,0,1,1,1,1,1,0,146,0,0.000006,0
49396,,,other,1151,99,94,88,1,0,1,1,1,1,1,0,104,0,0,0
49403,,,other,59156,630351,10713,30108,535,0,2,2,1,1,1,0,137,0,0.000293,0
49411,,,other,1015,169747,1,32,1241,0,2,2,17,0.110888,0.124643,0,146,0,0.000056,0
49415,,,other,13199,4641,712,22165,27,0,1,1,2,0.666667,0.75,0,111,0,0.000447,0
49416,,,other,5095,1433,640,11952,22,0,2,2,2,0.75,0.833333,0,39,0,0.00036,0
49418,,,other,1106,11575,56,46,110,0,2,2,12,0.133577,0.164202,0,113,0,0.000345,0
49421,,,other,16463,23388,1674,18241,1063,0,4,4,2,0.833333,0.9,0,146,0,0.000273,0
49423,,,other,59873,63265,1133,5237,975,0,3,3,3,0.521739,0.597222,0,111,0,0.000078,0
49424,,,other,35982,18302,3637,69,283,0,4,4,3,0.636364,0.761905,0,130,0,0.000027,0
49427,,,other,16737,816,286,15563,19,0,1,1,2,0.666667,0.75,0,27,0,0.000005,0
49432,,,other,7458,5855,487,10729,193,0,1,1,1,1,1,0,53,0,0.000006,0
49433,,,other,14765,12292,318,508,82,0,2,2,1,1,1,0,27,0,0.000095,0
49436,,,other,3584,29596,47,121,98,0,3,3,3,0.444444,0.541667,0,20,0,0.000124,0
49437,,,hateful,10630,107489,780,31565,186,0,18,18,13,0.226392,0.34976,0,113,0,0.02082,0
49440,,,other,1005,466388,42979,1709,907,0,9,9,4,0.512821,0.6625,0,137,0,0.00209,0
49444,,,normal,51112,651,436,18208,12,2,0,2,0,0,0,0,137,0.000002,0,0.000172
49454,,,normal,34267,2402,3852,50704,23,1,0,1,0,0,0,0,68,0,0,0.000256
49455,,,other,383,271915,0,3,968,0,4,4,1,1,1,0,137,0,0.000256,0
49456,,,normal,12730,844,486,25725,9,1,1,2,1,1,1,3,137,0,0,0.000311
49457,,,other,5516,37548,669,1490,157,0,2,2,1,1,1,0,97,0,0.000042,0
49458,,,other,3592,521528,1,101,2782,0,114,114,7,0.4214,0.58708,0,113,0,0.153655,0
49461,,,other,88330,10317,999,17433,1124,0,2,2,2,0.75,0.833333,0,125,0,0.000108,0
49462,,,other,81928,6412,547,656,29,0,1,1,2,0.666667,0.75,0,97,0,0.000015,0
49466,,,other,15343,22411,799,4110,504,0,3,3,18,0.105431,0.122121,0,146,0,0.000421,0
49469,,,other,80415,3595,860,36523,55,0,3,3,6,0.323529,0.377273,0,137,0,0.000408,0
49470,,,other,10611,12020,1216,19492,128,0,1,1,1,1,1,0,111,0,0.000001,0
49474,,,other,4095,6756837,92,560,16992,0,14,14,6,0.394495,0.541473,0,137,0,0.001703,0
49475,,,other,8056,2395,2145,2580,172,0,1,1,3,0.444444,0.541667,0,111,0,0.000027,0
49476,,,other,110610,146241,407,457,2065,0,2,2,1,1,1,0,27,0,0.000025,0
49478,,,other,93,3199,56,214,4,0,1,1,1,1,1,0,97,0,0.000001,0
49481,,,normal,29909,11306,3680,46951,205,0,1,1,1,1,1,0,20,0,0,0.000139
49482,,,other,1478,738,1491,870,32,0,1,1,3,0.5,0.583333,0,146,0,0.00017,0
49484,,,other,188691,79997,57741,6722,1662,0,1,1,1,1,1,0,130,0,0,0
49486,,,other,1300,1267,365,636,48,0,1,1,1,1,1,0,125,0,0.000002,0
49487,,,other,13549,92145,588,3902,426,0,20,20,6,0.480392,0.640136,0,137,0,0.003532,0
49489,,,other,15625,23834,2368,596,940,0,11,11,15,0.15122,0.200562,0,146,0,0.000839,0
49490,,,other,4990,1983,103,4194,12,0,1,1,3,0.5,0.611111,0,111,0,0.000009,0
49492,,,other,17262,385738,4366,7617,5686,0,3,3,1,1,1,0,146,0,0.000419,0
49494,,,other,83679,224985,929,55564,1007,0,2,2,1,1,1,0,137,0,0.000072,0
49497,,,normal,25299,16300,1100,3979,550,1,2,3,3,0.5,0.633333,4,111,0,0,0.000402
49499,,,other,92949,438120,8058,595,3485,0,3,3,1,1,1,0,113,0,0.001393,0
49505,,,other,4001,1104678,111,875,2893,0,1,1,3,0.5,0.611111,0,137,0,0.000007,0
49508,,,other,903,188975,74428,7792,821,0,12,12,1,1,1,0,137,0,0.001559,0
49516,,,normal,17682,343,10,550,46,0,0,0,0,0,0,0,113,0,0,0.000139
49517,,,hateful,27322,3886,243,44085,55,0,1,1,2,0.6,0.666667,0,113,0,0.000189,0
49518,,,other,73485,72859,1341,7588,506,0,2,2,1,1,1,0,137,0,0.000555,0
49520,,,other,27917,20224,10673,24222,93,0,3,3,13,0.16362,0.23039,0,113,0,0.003635,0
49523,,,other,19677,37845,446,352,1265,0,4,4,18,0.108705,0.133549,0,146,0,0.000157,0
49524,,,other,2713,1142,191,6987,6,0,2,2,2,0.75,0.833333,0,137,0,0.000232,0
49533,,,other,16838,646746,20201,8359,1525,0,1,1,1,1,1,0,111,0,0.000007,0
49534,,,other,106079,12468,7922,73517,4,0,8,8,14,0.146264,0.216634,0,113,0,0.019219,0
49539,,,other,5310,28661,1240,1623,401,0,1,1,1,1,1,0,127,0,0.000005,0
49542,,,other,4406,3384,280,4891,71,0,3,3,1,1,1,0,137,0,0.000614,0
49545,,,other,57547,411083,976,93884,1082,0,11,11,5,0.369748,0.504167,0,137,0,0.001164,0
49546,,,other,11714,84455,1881,1597,736,0,1,1,2,0.666667,0.75,0,116,0,0,0
49549,,,other,41833,241044,5997,12662,5515,0,1,1,1,1,1,0,68,0,0.000001,0
49551,,,other,11341,21248,2502,2270,461,0,4,4,4,0.5,0.608974,0,111,0,0.00014,0
49552,,,other,954,48336,28667,4256,196,0,1,1,1,1,1,0,137,0,0.000023,0
49560,,,other,115160,1434123,25458,644,2770,0,1,1,1,1,1,0,100,0,0.000001,0
49568,,,other,159,284,826,25,1,0,1,1,3,0.4375,0.5,0,111,0,0.000002,0
49571,,,hateful,13290,31351,225,144,594,0,7,7,10,0.212835,0.261335,0,113,0,0.002562,0
49573,,,other,138350,12730,238,29010,51,0,1,1,7,0.254545,0.311395,0,97,0,0.000414,0
49574,,,other,350104,3086,1325,3129,145,0,15,15,3,0.657143,0.797101,0,137,0,0.002273,0
49578,,,other,17091,187908,1956,19785,687,0,5,5,4,0.421053,0.552083,0,137,0,0.000719,0
49579,,,other,15077,54620,780,26,1737,0,1,1,1,1,1,0,146,0,0.000052,0
49581,,,other,14160,198369,941,47409,1473,0,10,10,3,0.736842,0.845238,0,146,0,0.000778,0
49583,,,other,27986,45391,466,1218,418,0,2,2,1,1,1,0,111,0,0.000001,0
49587,,,other,7924,2986,2178,1124,132,0,1,1,1,1,1,0,152,0,0.000001,0
49591,,,other,100513,452924,458,148,7603,0,1,1,1,1,1,0,100,0,0.000261,0
49598,,,other,20150,3171,2166,828,140,0,1,1,3,0.4375,0.5,0,130,0,0.000001,0
49600,,,other,2388,1325,1143,828,51,0,1,1,1,1,1,0,112,0,0.000004,0
49601,,,other,29013,341749,25,2675,1992,0,25,25,18,0.122374,0.193523,0,70,0,0.001651,0
49602,,,other,6004,278604,14141,613,3819,0,6,6,17,0.119127,0.143488,0,146,0,0.000861,0
49604,,,other,274847,46562,1040,19416,586,0,10,10,9,0.200528,0.303232,0,137,0,0.002093,0
49606,,,other,3401,1754,2178,1198,106,0,1,1,1,1,1,0,97,0,0.000033,0
49607,,,other,144314,12062,5045,6984,230,0,6,6,9,0.198276,0.247332,0,113,0,0.002195,0
49608,,,other,68766,2496025,5268,20169,10583,0,1,1,1,1,1,0,146,0,0.000246,0
49613,,,other,19028,3384,2959,45236,54,0,1,1,1,1,1,0,137,0,0.000503,0
49616,,,other,12183,547533,126,76120,1577,0,3,3,2,0.8,0.875,0,137,0,0.000542,0
49618,,,other,6032,73403,7131,1026,62,0,1,1,1,1,1,0,68,0,0,0
49619,,,other,280,66570,0,19,606,0,3,3,1,1,1,0,137,0,0.000838,0
49621,,,other,2737,1576,583,6491,41,0,1,1,2,0.666667,0.75,0,112,0,0,0
49622,,,other,17162,927773,539,594,4813,0,3,3,1,1,1,0,68,0,0.000043,0
49624,,,other,8644,14388,1460,681,578,0,3,3,11,0.16092,0.250833,0,146,0,0.00021,0
49629,,,other,51677,7155,2337,17092,267,0,1,1,1,1,1,0,111,0,0.000029,0
49630,,,normal,3831,1314,153,3341,67,1,0,1,0,0,0,0,146,0.000263,0,0.000142
49631,,,other,19182,365768,1381,1013,6144,0,1,1,2,0.666667,0.75,0,146,0,0.000187,0
49634,,,other,11801,7517,682,1968,206,0,1,1,1,1,1,0,111,0,0,0
49637,,,normal,17078,625,323,41224,27,4,0,4,0,0,0,0,113,0.003807,0,0.000582
49638,,,other,69283,28773,982,12158,241,0,1,1,2,0.6,0.666667,0,27,0,0.000001,0
49640,,,other,12839,109435,8130,41559,1415,0,2,2,3,0.5,0.633333,0,146,0,0.000374,0
49642,,,hateful,1498,4797,189,15564,53,0,2,2,1,1,1,0,113,0,0.000272,0
49645,,,other,101682,43882,5702,8429,492,0,8,8,12,0.163291,0.206943,0,113,0,0.006082,0
49647,,,other,3314,1929,623,8372,15,0,1,1,1,1,1,0,146,0,0.000012,0
49649,,,other,59805,3485,489,33338,18,0,4,4,1,1,1,0,27,0,0.000114,0
49650,,,other,137179,7191,196,113974,65,0,2,2,2,0.75,0.833333,0,137,0,0.000096,0
49651,,,other,133237,2387,1289,5510,111,0,2,2,3,0.571429,0.708333,0,68,0,0.000068,0
49652,,,other,17310,4473,541,24571,53,0,1,1,1,1,1,0,137,0,0.000181,0
49657,,,other,1084,2520,23,9,5,0,2,2,2,0.666667,0.75,0,137,0,0.000024,0
49662,,,other,4961,33590,433,9637,222,0,1,1,1,1,1,0,146,0,0.00011,0
49663,,,other,60801,2212,283,35973,37,0,2,2,1,1,1,0,20,0,0.000098,0
49665,,,other,106380,1025195,118,135,1206,0,3,3,2,0.666667,0.75,0,27,0,0.000055,0
49666,,,other,64315,769969,14020,31159,1501,0,11,11,3,0.642857,0.777778,0,39,0,0.000323,0
49673,,,other,23284,140030,6765,129,1323,0,1,1,1,1,1,0,146,0,0.000117,0
49675,,,other,22334,201,277,448,5,0,2,2,2,0.666667,0.75,0,137,0,0.000255,0
49678,,,other,89478,16334,174,179591,39,0,1,1,1,1,1,0,97,0,0.000002,0
49679,,,other,85817,8261,5134,9234,1305,0,4,4,3,0.571429,0.708333,0,130,0,0.00001,0
49683,,,other,23057,4420,2294,21110,13,0,2,2,1,1,1,0,97,0,0.000005,0
49688,,,normal,4813,1779,678,3278,18,0,0,0,0,0,0,0,68,0,0,0.000139
49690,,,other,38476,10432,3317,47279,258,0,1,1,1,1,1,0,39,0,0.000006,0
49691,,,other,205,10342,1326,72260,1303,0,1,1,1,1,1,0,111,0,0.000007,0
49693,,,other,158,1920,133,2,40,0,1,1,1,1,1,0,111,0,0.000001,0
49700,,,other,2013,580,692,3041,14,0,1,1,1,1,1,0,146,0,0.000036,0
49705,,,other,3434,21166,702,147,580,0,2,2,1,1,1,0,111,0,0.000048,0
49709,,,other,7374,42003,2200,634,1447,0,1,1,1,1,1,0,146,0,0.000258,0
49710,,,other,18960,1276750,2083,6003,8852,0,4,4,2,0.833333,0.9,0,111,0,0.000098,0
49711,,,other,30344,1468,615,49922,157,0,22,22,6,0.305263,0.465134,0,137,0,0.003701,0
49714,,,other,11810,22706,1628,16376,443,0,1,1,1,1,1,0,146,0,0.000056,0
49718,,,other,22504,102077,103902,10649,308,0,1,1,2,0.6,0.666667,0,113,0,0.002054,0
49719,,,other,11054,9793,4176,312,200,0,2,2,4,0.473684,0.564815,0,111,0,0.000031,0
49722,,,other,720,348,103,326,9,0,1,1,1,1,1,0,20,0,0.000001,0
49728,,,other,29036,850,264,2160,55,0,1,1,3,0.470588,0.5,0,68,0,0.000017,0
49730,,,other,11440,22701,145,46812,169,0,5,5,16,0.107804,0.13779,0,137,0,0.000651,0
49731,,,other,3776,124,39,84,2,0,1,1,2,0.666667,0.75,0,112,0,0.000012,0
49734,,,other,48414,12427,964,63454,362,0,1,1,1,1,1,0,146,0,0.000292,0
49737,,,other,29045,289977,5565,3108,3175,0,1,1,1,1,1,0,111,0,0.000002,0
49738,,,other,754,1452,329,43,29,0,1,1,4,0.357143,0.466667,0,112,0,0,0
49739,,,other,21630,13543,675,119825,553,0,1,1,3,0.461538,0.527778,0,39,0,0.000296,0
49743,,,other,62887,2355,987,2879,100,0,4,4,2,0.833333,0.9,0,137,0,0.00074,0
49744,,,other,17678,2866,2491,5088,42,0,2,2,3,0.545455,0.638889,0,113,0,0.000907,0
49746,,,other,11013,370,356,6192,30,0,5,5,2,0.857143,0.916667,0,137,0,0.000998,0
49747,,,other,73993,2918,393,59841,25,0,3,3,6,0.351351,0.496154,0,97,0,0.000091,0
49750,,,other,18420,129251,1840,1494,4374,0,2,2,10,0.174888,0.246622,0,53,0,0.000271,0
49751,,,other,16114,11426,652,58,372,0,1,1,3,0.428571,0.5,0,146,0,0.000042,0
49752,,,other,155707,3037,718,408,68,0,8,8,2,0.9,0.944444,0,137,0,0.001631,0
49766,,,other,159556,11684,11223,150076,206,0,2,2,1,1,1,0,113,0,0.002802,0
49767,,,other,17404,10568,80,90390,63,0,1,1,2,0.6,0.666667,0,137,0,0.000266,0
49768,,,other,68740,121204,1527,131,1985,0,4,4,10,0.168653,0.208872,0,111,0,0.000225,0
49774,,,other,1374,2651,1403,26,170,0,1,1,1,1,1,0,53,0,0.00004,0
49776,,,other,1558,3778,1754,1152,122,0,1,1,1,1,1,0,68,0,0.000011,0
49778,,,other,857,220,519,11930,0,0,1,1,2,0.666667,0.75,0,113,0,0.001074,0
49781,,,other,21472,57161,5232,1026,1120,0,3,3,2,0.8,0.875,0,146,0,0.000784,0
49787,,,normal,4486,3724,1465,847,81,0,0,0,0,0,0,0,111,0,0,0.000139
49788,,,other,1307,314,243,1611,12,0,5,5,2,0.777778,0.857143,0,68,0,0.000456,0
49792,,,other,4381,1141376,197,14420,1327,0,3,3,1,1,1,0,112,0,0.000443,0
49795,,,other,42817,22597,4651,234,1046,0,1,1,1,1,1,0,146,0,0.000007,0
49798,,,other,8902,261,212,12460,0,0,1,1,17,0.113036,0.140325,0,27,0,0.000029,0
49803,,,other,36911,9261,958,55418,356,0,1,1,1,1,1,0,39,0,0.000068,0
49805,,,normal,27170,6020,578,2291,91,0,1,1,1,1,1,0,111,0,0,0.000139
49806,,,normal,12546,20635,2815,235,837,0,0,0,0,0,0,0,111,0,0,0.000139
49811,,,other,403,2880851,57,17,7979,0,2,2,2,0.75,0.833333,0,53,0,0.000363,0
49812,,,other,40369,1511,2366,3640,84,0,1,1,2,0.666667,0.75,0,113,0,0.000029,0
49818,,,other,36433,665959,390,3397,1988,0,4,4,1,1,1,0,68,0,0.000207,0
49820,,,other,211306,303801,1439,223,9467,0,27,27,15,0.169699,0.239997,0,146,0,0.004546,0
49824,,,other,32863,23148,2140,39712,898,0,5,5,6,0.365854,0.541111,0,146,0,0.000414,0
49828,,,other,4005,34475,15066,785,328,0,11,11,2,0.923077,0.958333,0,137,0,0.00182,0
49832,,,other,1913,53769,58760,33351,170,0,7,7,3,0.714286,0.833333,0,137,0,0.001013,0
49834,,,normal,210,170,119,19225,1,2,0,2,0,0,0,0,113,0.02726,0,0.000201
49837,,,normal,1236,1150,140,1369,19,0,0,0,0,0,0,0,97,0,0,0.000139
49843,,,other,37111,4060,1561,5831,28,0,3,3,1,1,1,0,137,0,0.000665,0
49848,,,normal,23439,2042,187,24657,47,0,1,1,2,0.571429,0.625,0,137,0,0,0.000139
49853,,,other,680,31084,23901,15351,130,0,9,9,6,0.362745,0.480631,0,137,0,0.001761,0
49860,,,other,38264,418915,140,819,5938,0,10,10,19,0.10645,0.132548,0,146,0,0.001764,0
49865,,,other,316,2284,100,355,10,0,3,3,1,1,1,0,137,0,0.000203,0
49869,,,other,35750,34321,23373,23573,940,0,2,2,1,1,1,0,112,0,0,0
49872,,,other,8045,14651,1035,142,23,0,1,1,18,0.10174,0.120724,0,27,0,0.000001,0
49874,,,other,55600,24437,2146,7041,161,0,1,1,1,1,1,0,137,0,0.000207,0
49875,,,other,1222,2026,104,955,50,0,1,1,2,0.666667,0.75,0,146,0,0.000083,0
49879,,,other,2538,9944,256,3346,294,0,1,1,1,1,1,0,123,0,0.000001,0
49884,,,other,13523,8250,13,577,80,0,1,1,2,0.666667,0.75,0,123,0,0.000137,0
49885,,,other,182367,62530,43337,95170,2257,0,1,1,1,1,1,0,68,0,0.00002,0
49891,,,other,73871,3328,1105,58447,125,0,2,2,1,1,1,0,20,0,0.000487,0
49895,,,other,85927,7335,4561,68159,41,0,5,5,2,0.777778,0.857143,0,113,0,0.00392,0
49897,,,other,8892,1094437,912,437,2736,0,3,3,1,1,1,0,68,0,0.000383,0
49901,,,other,5422,28000,613,5988,93,0,1,1,1,1,1,0,137,0,0.000076,0
49903,,,other,10038,1424348,572,1335,2580,0,26,26,6,0.473214,0.661006,0,137,0,0.003049,0
49904,,,other,561,584,389,5405,0,0,1,1,1,1,1,0,68,0,0,0
49907,,,other,2781,6660,224,112,37,0,1,1,1,1,1,0,68,0,0.000029,0
49909,,,other,38246,71537,226,15222,213,0,2,2,1,1,1,0,27,0,0.000027,0
49918,,,other,97942,85490,39423,36660,570,0,5,5,4,0.425,0.544118,0,137,0,0.001032,0
49924,,,other,67097,117790,1995,124005,863,0,8,8,2,0.833333,0.9,0,146,0,0.001388,0
49926,,,other,8564,646151,105,5,5187,0,3,3,2,0.8,0.875,0,112,0,0.000084,0
49933,,,other,96705,1700210,523652,69044,2907,0,9,9,2,0.846154,0.909091,0,137,0,0.001061,0
49934,,,other,47678,13850,8629,157568,70,0,8,8,5,0.518519,0.722619,0,113,0,0.020798,0
49939,,,other,1598,1906,2132,951,9,0,5,5,2,0.857143,0.916667,0,137,0,0.000592,0
49940,,,other,33229,626167,2186,165,12054,0,19,19,16,0.162102,0.223762,0,146,0,0.002227,0
49944,,,other,1003,290,334,204,7,0,1,1,2,0.666667,0.75,0,146,0,0.000029,0
49946,,,other,49652,2052,866,12849,31,0,1,1,1,1,1,0,137,0,0.000124,0
49951,,,other,4552,2643039,130,768,7319,0,1,1,1,1,1,0,100,0,0.000018,0
49952,,,hateful,14685,420,762,14426,3,0,1,1,1,1,1,0,113,0,0.000081,0
