Id,hate,statuses_count,followers_count,followees_count,favorites_count,listed_count,sentiment,subjectivity,number hashtags,tweet number,retweet number,quote number,status length,number urls,baddies
51381,other,17066,171054,791,36571,394,0.201070965,0.55578328,15,186,14,6,79.66,54,9
51382,other,447,2029,270,257,40,0.032950741,0.544096343,18,149,51,9,62.125,49,68
51383,other,23451,23356,3987,4643,1427,0.068002921,0.419757588,270,45,155,2,139.93,270,15
51384,other,12800,456538,2453,6131,2345,0.243479076,0.561301066,184,193,7,1,131.755,222,9
51385,other,19374,13935,3132,2198,354,0.132780025,0.471255931,171,129,71,6,143.345,190,17
51387,other,17714,2518,899,34,98,0.091548666,0.348957664,17,120,80,2,127.485,305,13
51403,other,9507,2118,190,19750,15,0.019066865,0.493364017,0,189,11,16,66.99,72,22
51408,other,59369,15434,862,46124,101,0.131061017,0.60737497,5,66,134,12,67.655,141,30
51409,other,16406,35048,2810,821,1161,0.081208127,0.43634924,100,87,113,20,145.095,160,30
51413,other,6697,276330,552,399,1174,0.179581462,0.404547871,189,110,90,1,141.165,227,49
51414,other,745,533,934,558,11,0.230757239,0.503160991,288,96,104,10,137.255,204,10
51416,normal,14423,633,472,27613,6,0.085919834,0.486441539,22,115,82,8,96.40609137,114,27
51418,hateful,344,79,44,262,1,0.077622443,0.434490776,10,106,94,5,105.54,97,35
51419,other,4338,3155,3730,1045,68,0.096353509,0.469914889,188,85,115,19,137.56,210,11
51421,other,110614,15397,2218,156517,563,0.102765745,0.544237364,8,22,178,0,77.18,11,28
51422,other,6746,22462,499,588,37,0.110534936,0.433593505,133,103,97,7,119.935,166,13
51424,normal,122469,1308,283,69294,15,0.013907537,0.570027972,15,194,6,10,44.26,36,22
51425,other,8180,11526,1716,1557,637,0.09066785,0.436369532,126,135,65,65,147.525,257,27
51428,other,2704,10640,2589,739,518,0.134781244,0.388364237,207,156,44,23,164.15,184,32
51433,other,22759,7672,263,45736,109,0.095671214,0.443892584,11,192,8,12,114.19,96,15
51437,other,37484,687,344,32234,18,0.141101898,0.545421522,11,142,57,2,67.33165829,61,11
51439,other,63271,11823,550,48788,388,0.180150731,0.591240755,5,148,52,25,75.96,146,35
51440,other,428,1779,708,6,21,0.228867525,0.45508676,129,66,134,11,143.71,225,14
51443,other,18855,492500,722,54,1277,0.073531263,0.604235524,206,200,0,0,90.8,7,29
51447,hateful,20235,3002,1468,19331,0,0.09829823,0.467599607,20,55,130,13,92.97837838,127,25
51448,other,276,12,131,33,0,0.037469038,0.475151224,0,198,2,2,95.52,8,14
51449,other,27308,19990,319,1229,540,0.037379103,0.433368094,172,84,116,26,144.38,183,35
51453,other,35973,11374,240,872,383,0.100689209,0.409682188,1,196,4,0,71.765,195,11
51456,other,343,560,246,2243,8,0.09715554,0.501981835,18,141,57,15,109.8737374,77,19
51457,other,58789,952261,519,1716,2555,0.066990993,0.472281037,3,176,24,1,122.89,342,26
51461,other,2887,323123,417,4315,1258,0.250592502,0.561379139,173,69,131,26,128.815,223,7
51462,normal,4402,1933,1938,3148,22,0.282526818,0.537114581,137,74,126,5,135.765,211,33
51464,normal,19810,56412,948,17497,383,0.263379342,0.505625415,93,95,105,22,105.105,176,3
51468,other,98339,153588,1040,12315,3416,0.087055872,0.479418272,44,114,86,22,112.82,180,23
51472,other,17816,3951,4675,58814,50,0.062082664,0.419501917,76,92,108,16,113.355,163,19
51483,other,27596,69320,899,6977,781,0.135224119,0.573037633,99,182,18,47,134.335,166,24
51484,other,9730,400914,280,2082,823,0.087873515,0.443012192,99,144,56,2,122.05,226,9
51486,normal,8571,4069,4242,6305,8,0.221627421,0.538990655,54,99,101,20,62.81,141,10
51488,normal,4128,183,158,597,2,0.040091155,0.456812697,11,181,19,2,124.945,33,22
51490,normal,10641,1461,524,21403,15,0.11110576,0.610812831,0,160,39,8,44.24120603,69,29
51494,other,11569,17844,15713,15200,34,0.145803484,0.488864513,143,143,57,29,157.885,107,31
51503,other,27433,858,489,37028,17,0.044000731,0.563054194,15,18,181,2,75.74371859,120,33
51505,other,442825,105232,44769,1129,893,0.063552189,0.413520507,34,151,49,0,102.205,247,15
51506,normal,68,119,100,320,0,0.119316239,0.554722222,6,27,39,5,56.90909091,48,6
51507,normal,936,163,176,1120,0,0.091141958,0.54639851,3,47,151,16,90.71717172,121,71
51508,other,2342,28910,532,541,268,0.094045708,0.428717563,214,181,19,15,137.39,197,7
51509,other,249776,224779,468,229,1654,0.017780025,0.40861772,14,127,73,1,102.125,277,26
51510,other,112912,21988,364,36239,326,0.054387857,0.506051422,8,92,106,4,76.53535354,90,53
51514,hateful,3368,433,1578,9339,1,0.038249689,0.478657142,19,44,139,16,122.8415301,125,34
51515,normal,4775,432,2169,5166,15,0.010544396,0.380012362,222,117,83,108,142.755,300,26
51521,other,67239,500510,26067,8491,5547,0.082564831,0.561483308,69,184,16,0,115.54,234,22
51524,other,3246,91329,681,1379,414,0.148439873,0.437742379,303,70,130,11,165.05,257,15
51526,normal,33419,110478,1717,20761,4539,0.123724844,0.5626581,15,180,20,9,93.485,73,11
51529,other,10949,963,845,2242,17,0.089805253,0.490777178,46,115,85,46,121.755,173,17
51530,other,4435,72958,1444,1283,2088,0.112043198,0.463075506,38,129,71,37,140.47,201,21
51531,other,5565,100910,711,513,1884,0.040567662,0.504947147,9,184,16,2,132.235,82,26
51535,other,65389,712,518,45255,17,-0.078495043,0.52378802,8,126,73,21,59.37688442,70,43
51541,other,728,383183,106,40,475,0.116728591,0.527906217,0,197,1,0,60.04040404,198,2
51546,other,59641,58903,1804,2459,1434,0.051535192,0.509860212,12,177,23,12,121.305,60,27
51552,other,35580,13559,1462,1509,445,0.084207909,0.470676326,117,154,46,36,114.24,154,4
51553,other,8826,506,213,5485,11,0.061876371,0.599206136,11,58,142,0,58.595,80,44
51554,other,212960,4897,3865,26708,75,0.112638206,0.48213216,5,26,173,6,85.72361809,173,58
51558,normal,60193,1982,1939,56756,262,0.055118368,0.507009074,26,102,98,5,90.94,158,34
51563,other,50817,130246,8538,41548,1133,0.062049792,0.482697611,111,91,109,13,120.57,209,28
51564,other,11343,24746,1170,221,968,0.116817028,0.505403959,3,175,25,4,120.48,122,18
51565,normal,12516,21068,1146,3895,759,0.114162143,0.512280074,28,194,6,17,101.88,66,11
51567,other,2357,926,129,900,24,0.105501302,0.46854111,24,13,186,3,120.080402,206,11
51569,normal,34548,2129,2642,21993,59,0.073633192,0.494383793,21,85,115,16,102.47,109,20
51573,other,45160,1761,1097,1136,8,0.042758952,0.541708639,36,44,156,13,63.27,120,58
51574,other,68522,27158,3794,31,453,0.114628427,0.409428127,93,48,152,1,120.74,136,13
51580,other,331046,21975,4790,2893,2977,0.196895551,0.53507882,565,6,194,5,139.6,342,12
51585,normal,34,5962,14,5,15,-0.002221074,0.496625344,2,28,6,0,110.2058824,57,0
51590,other,93097,33795,4491,68889,405,-0.050596144,0.387763921,152,199,1,0,158.86,254,33
51595,other,3466,222,592,6287,4,0.068737187,0.545926964,9,182,18,2,117.88,31,55
51598,other,27019,545666,2864,8727,11135,0.044245892,0.41260423,27,139,61,31,120.66,66,13
51605,other,171821,469330,408177,117438,2317,0.087202319,0.531139776,17,111,89,18,83.39,126,9
51606,other,8671,1325,1459,31704,0,0.061072551,0.534252354,86,36,163,34,135.1758794,178,20
51608,other,554,120,103,606,0,0.101878303,0.513274334,12,174,22,19,80.94387755,97,22
51615,other,21139,4711,920,4103,250,0.081713945,0.50042479,12,162,38,13,89.455,105,17
51616,other,17194,186205,1932,15574,391,0.201650684,0.51753439,115,136,64,31,103.395,201,9
51620,other,2442,26459,779,1603,157,0.167873622,0.465656467,35,162,38,18,153.43,263,9
51624,other,3378,3963596,399,662,11055,0.258853909,0.536160072,328,130,70,38,121.68,214,13
51629,normal,248,147,381,15,2,0.139571432,0.471594839,145,175,25,3,111.93,244,22
51630,other,2923,981062,187,154,257,0.187838673,0.472018756,64,107,93,1,137.11,129,7
51632,other,30967,498788,1354,10147,3469,0.116052073,0.546797364,9,159,41,29,117.815,102,31
51634,other,1056,4490,290,577,47,0.11226322,0.525166638,40,148,52,4,96.385,165,15
51639,other,469,348,729,796,11,0.255121729,0.518505142,82,8,192,2,130.98,334,11
51641,other,117028,3604,140,2869,32,0.128952381,0.456571429,66,166,0,113.335,72,2,339
51644,other,19772,1537294,611400,13317,7593,0.141515707,0.492482736,8,172,28,0,102.845,250,14
51647,other,12293,289,234,5739,1,0.042679024,0.484957155,71,38,160,2,77.86363636,62,32
51648,other,80887,10476,2876,38848,528,0.049948303,0.498409441,108,100,100,8,103.86,116,13
51650,other,14941,129519,73033,186,74,0.075296882,0.558328502,2,200,0,0,66.23,199,16
51652,other,4064,81,294,6247,1,0.045506377,0.515441791,21,106,94,77,161.05,273,52
51660,other,9276,557,282,3380,10,0.059865782,0.491740901,18,108,92,34,102.35,180,40
51668,normal,967,487,233,416,32,0.122655627,0.499032949,43,64,136,18,133.74,247,22
51669,other,23474,145871,3561,12685,1671,0.250260559,0.492502708,142,165,35,19,176.2,260,37
51672,other,9843,2066,1090,8339,78,0.044727229,0.47146916,64,129,71,47,133.525,199,17
51675,other,187654,21064,3792,219199,314,0.056882838,0.50137286,128,88,112,0,97.46,73,16
51677,other,93607,105075,98,1312,410,0.07917625,0.566184586,16,157,43,29,89.28,83,46
51680,other,71937,12380,1899,14059,569,0.130425044,0.531597547,14,129,71,24,111.645,104,17
51681,other,762,1883,157,60,10,0.103676362,0.447236796,49,153,46,25,128.1055276,125,31
51684,other,1901,262,113,2504,2,0.102051916,0.512596456,14,181,18,3,90.15075377,32,17
51686,other,10124,1331,499,24328,58,0.089077772,0.550451794,1,45,146,9,75.27225131,128,47
51694,other,2186,24221,4562,15376,832,0.103908146,0.516275037,11,114,86,21,113.91,168,29
51698,other,19932,11016,1488,32656,32,0.128908972,0.529853694,80,147,53,4,86.94,101,8
51699,other,18715,15702,979,14193,70,0.128919332,0.490452621,71,90,110,40,94.765,175,11
51701,other,4421,5582,852,661,182,0.149134223,0.381867821,199,72,128,8,140.05,216,17
51702,other,15726,1707,983,16430,12,0.309443934,0.502394566,83,71,129,14,79.33,91,7
51706,other,1162,409,582,2474,3,0.132506827,0.544258694,9,122,77,2,72.7638191,68,14
51708,other,4641,531891,1,39177,839,0.23781379,0.582903618,0,198,2,10,72.755,188,8
51709,normal,113553,17904,17906,16835,371,0.010015417,0.463548409,154,23,177,1,124.89,160,9
51712,other,10096,3555,3705,1834,160,0.149963288,0.486641117,100,185,15,43,138.025,140,17
51713,hateful,2931,2120,169,3710,31,0.082970994,0.432858089,16,132,67,19,134.2110553,124,30
51714,other,248,157,239,17,0,0.13692971,0.588510856,129,200,0,14,162.47,24,4
51716,other,70829,793293,91,1844,3422,0.218813503,0.510224161,1,153,47,0,69.91,109,3
51718,other,1433,5428,605,481,107,0.068413759,0.469264885,4,168,32,8,137.37,177,16
51719,other,8434,1211,419,70198,2,0.109666599,0.511972358,6,133,65,4,60.06060606,82,27
51723,other,4396,483483,669,7139,1967,0.096729217,0.558350745,27,196,4,19,58.345,54,6
51724,other,382,360,179,388,0,0.111410426,0.429354532,77,68,131,31,156.3819095,236,21
51726,other,5144,230,110,680,2,0.049694117,0.453358675,82,131,69,29,145.83,163,37
51728,other,75890,4178,424,4882,111,0.120721487,0.501244407,72,47,153,17,146.9,169,21
51732,other,194468,29908,240,76531,1021,0.148450395,0.606352541,13,147,53,45,85.12,172,26
51733,normal,46666,1582,2002,5672,36,0.061013769,0.485316529,25,168,32,13,107.465,66,38
51737,other,8270,4513,872,5213,88,0.017216461,0.396344684,316,143,57,32,112.12,169,15
51741,other,1745,33079,1,22,139,0.17188774,0.420178244,197,192,8,0,138.995,177,24
51742,other,64505,2729,1484,3515,4,0.213804678,0.615814823,10,124,76,11,77.655,61,25
51745,other,66381,1167,266,69841,35,0.012280772,0.563567172,1,33,166,8,80.70351759,148,42
51746,other,58687,98873,27523,19111,1212,0.084313725,0.541176471,2,199,1,0,46.835,182,17
51752,other,9252,465403,998,16096,1827,0.045081545,0.462404893,50,37,163,3,120.92,177,9
51754,other,92715,51947,10506,27861,280,0.069981409,0.560574627,3,199,1,66,112.635,165,95
51755,normal,6063,360,1016,1355,39,0.175453887,0.526408704,188,177,22,29,94.72864322,119,27
51770,normal,12814,1098,405,2955,1,0.117137859,0.507482764,4,174,26,31,61.94,77,18
51771,other,130,57978,51,33,110,0.165191593,0.451061923,123,109,20,4,64.79069767,28,0
51774,other,930,31852,410,68,582,0.108157661,0.4263719,18,120,79,37,144.9698492,132,19
51775,other,88673,26759,1525,54993,614,,,,,,,,,
51776,other,281529,7207,1991,29511,151,0.165042996,0.551738154,5,128,72,36,73.835,100,18
51777,other,4141,3596632,16,8,17958,0.329521924,0.542375726,276,110,90,2,109.6,212,7
51779,other,12984,70972,496,2443,406,0.077728617,0.432400572,22,192,8,0,134.27,178,10
51780,other,1503,2287,1454,751,16,0.052143607,0.410051773,98,47,151,21,136.1414141,240,10
51781,other,1045,456,443,1850,2,0.008731444,0.512104009,1,19,181,0,77.85,1,36
51785,other,206551,351835,9246,44043,7020,0.098089625,0.482210735,27,86,114,48,149.83,197,35
51786,other,35557,17616,4423,2796,481,0.238444164,0.56255175,137,169,31,4,141.685,357,12
51787,normal,9837,524,359,1670,1,0.099167723,0.508002213,27,152,47,75,69.25628141,169,54
51788,other,14016,13517,1878,7543,188,0.128221232,0.533931904,25,141,59,32,116.435,142,34
51789,other,44097,94750,1065,22587,2497,0.080419539,0.524356596,6,67,133,19,116.305,189,35
51794,normal,2081,2597,583,397,70,0.08432488,0.376407959,169,126,74,8,139.285,172,18
51797,other,137521,34218,185,299,678,0.080729325,0.375580272,0,200,0,0,68.565,192,14
51800,other,844,501,33,530,19,0.129331543,0.406337315,271,159,41,0,124.245,191,18
51803,other,1457,15983,503,1356,320,0.074367184,0.509678258,81,91,109,10,142.245,223,9
51805,other,73385,252107,253747,89,1228,0.028390245,0.495903574,28,149,49,0,116.8737374,139,19
51806,normal,29531,1233,1045,21043,9,0.092850559,0.515361048,23,130,70,24,73.905,103,15
51811,other,227094,77242,2626,31836,3534,0.033775919,0.565395437,9,130,70,16,111.01,100,21
51812,other,8642,84465,4758,1483,604,0.151358259,0.440430331,87,84,116,2,117.09,218,10
51813,other,22113,48661,209,26116,95,0.188674252,0.48043865,50,39,140,17,90.47486034,134,4
51819,other,146,90340,59,27,275,-0.018316897,0.530464685,0,143,0,0,51.47552448,3,92
51825,other,63333,2782,1701,12799,139,0.066379945,0.460964235,30,126,74,51,141.155,184,35
51826,other,33719,167091,7246,736,3589,0.073569631,0.40192953,2,193,7,0,101.21,199,9
51828,normal,5210,334,96,753,3,0.074422635,0.487234572,143,130,70,31,132.75,146,17
51831,normal,5963,528,410,5105,4,0.064278353,0.53384807,109,68,132,19,141.67,136,28
51832,normal,164519,1859,328,6607,25,0.034393051,0.50742769,32,70,130,3,70.195,97,30
51834,other,11391,704994,47,578,4515,0.307558995,0.565641625,34,195,5,0,55.265,175,2
51835,normal,985,43,255,1938,1,0.075082988,0.458244625,52,170,30,0,99.685,70,8
51836,other,90962,20283,3675,7664,80,0.207529551,0.542287765,8,78,122,5,81.5,87,7
51838,other,44594,5436,5305,43821,16,0.173253787,0.55961284,33,90,110,0,102.425,101,12
51840,other,14185,16500,1730,2946,726,0.03991517,0.478113222,3,146,54,19,127.015,172,16
51846,other,34422,13854,186,13694,71,0.093984796,0.533713705,5,136,64,8,72.985,56,9
51847,other,1440,5412,337,571,110,0.202525569,0.413071599,119,196,4,20,140.3,254,18
51850,other,20831,12895,10223,54323,22,0.224509343,0.443482768,244,137,63,12,178.62,99,66
51851,other,17610,66666,1320,6862,1560,0.11158068,0.417069781,22,148,52,10,141.02,293,18
51855,other,8893,8475,387,1275,94,0.099896913,0.463241979,112,100,97,8,123.4365482,114,17
51856,normal,124200,22107,1116,17346,1257,0.261206932,0.531452425,332,63,137,0,126.13,309,8
51862,other,2990,1532091,390,874,11172,0.162894006,0.518070668,145,173,27,1,135.93,355,69
51863,other,75095,12263,6264,2290,611,0.280101321,0.545060071,275,111,89,0,128.405,286,8
51868,normal,289,683,1973,177,1,,,,,,,,,
51871,other,5022,3285,1072,514,67,0.252538562,0.515363237,189,141,57,2,123.5252525,308,9
51881,other,26813,6579,252,3086,74,0.050473375,0.542928292,44,104,96,49,139.59,172,43
51882,other,846,4554,3377,62,94,0.170145721,0.4719838,232,60,140,18,124.505,255,13
51883,other,7325,2747,1705,3782,68,0.08463358,0.472312817,79,88,112,33,149.875,200,17
51887,other,8702,9020,3738,2646,299,0.071661224,0.469764031,63,98,102,7,125.765,139,20
51890,other,27594,50442,3456,7311,1418,0.223581472,0.42994086,295,77,123,7,150.58,258,1
51900,other,14779,5066,1144,675,136,-0.002292822,0.412927837,14,165,35,16,138.745,160,16
51903,other,9489,1470,2582,3757,69,0.232585231,0.537977406,203,23,177,3,118.84,181,8
51904,other,7625,290509,111484,9,471,0.117615921,0.60062963,0,197,3,0,63.62,200,14
51905,normal,2334,935,1279,4744,63,0.15337864,0.535262378,225,149,51,12,109.715,115,11
51907,other,34521,34955161,555,81,23215,0.180359502,0.484964853,167,151,49,66,134.45,194,17
51910,other,19653,57313,7821,6579,943,0.089346457,0.469605351,103,107,93,40,150.66,128,16
51913,normal,8285,164,197,13376,39,0.179915209,0.522908373,42,115,85,1,119.82,101,14
51915,other,403722,22394,2528,318641,818,0.055421766,0.532120794,0,5,195,0,95.175,18,33
51918,other,11475,3631,1807,1119,153,0.054070847,0.47810107,15,163,37,6,112.555,193,11
51925,other,47068,3389188,232,67,8745,0.136898896,0.621594429,3,199,1,0,51.335,201,12
51927,other,22751,994496,154,628,1946,0.09806034,0.436692848,67,86,114,31,134.455,181,8
51934,normal,23796,3244,884,57569,279,0.177313095,0.471728309,51,165,35,27,130.84,113,23
51938,other,11441,117838,0,1661,546,0.067477518,0.458611383,16,184,16,36,121.655,119,28
51940,other,38586,4578,1846,151,144,0.085664926,0.488938751,23,109,89,47,120.9646465,161,21
51942,normal,162,26,442,232,1,0.097806141,0.475302093,78,124,38,28,124.845679,119,9
51945,other,45758,2280,262,55631,78,0.074582131,0.453435145,4,140,60,2,46.465,47,18
51946,other,117067,3153,313,59101,52,0.111139383,0.563958864,26,26,174,5,74.02,136,11
51953,normal,22958,6639,2326,1519,240,0.05200139,0.474513191,13,111,89,43,137.095,179,22
51954,other,4163,5661267,193,379,38646,0.121226005,0.524872636,8,164,36,88,151.01,132,24
51955,other,5662,1581,539,8814,12,0.152000274,0.517835498,228,29,170,3,132.3266332,203,12
51960,other,25071,42425,4709,25115,600,0.203381902,0.486144877,94,70,130,1,134.435,252,12
51962,normal,23440,707,691,2518,18,0.097986889,0.516117125,18,107,91,37,113.4090909,147,26
51963,hateful,7214,334,364,446,7,0.032059488,0.439462434,7,167,27,19,111.8865979,91,27
51968,other,148183,197189,782,928,1447,-0.06,0.74,353,132,68,0,125.615,269,8
51970,other,2291,6017,362,958,166,0.167192188,0.482754844,232,188,12,36,132.615,154,18
51976,other,4152,62615,357,24586,424,0.108551048,0.562797651,6,133,67,43,80.625,130,42
51979,other,16103,365673,454,13879,2308,0.101503723,0.501836948,42,116,84,25,133.105,133,60
51981,other,8490,658,363,14486,21,0.053609216,0.530604805,130,86,114,0,74.92,40,19
51983,other,2713,2949,804,2945,61,0.133093465,0.51157509,14,152,48,67,171.975,199,35
51984,other,7158,5170,3426,3716,94,0.235046645,0.41058373,292,77,123,3,143.08,268,10
51986,other,2848,3381,1752,610,75,0.201753671,0.508443729,222,106,94,3,146.14,176,51
51989,other,1130,1198,216,260,33,0.103263948,0.520983702,164,100,100,29,146.535,233,13
51990,normal,8167,437900,3366,16,7144,0.185050799,0.552160307,20,191,9,9,78.165,46,7
51993,other,9009,55239,49316,11085,158,0.146178812,0.434853836,5,195,5,0,79.11,218,17
51997,other,14339,12023,3949,2003,696,0.040350512,0.430319339,26,162,38,10,121.375,151,18
51999,other,11621,4351,2646,13963,161,0.101380617,0.437795366,58,39,161,3,119.965,212,19
52005,other,19266,575,460,8958,0,0.062353875,0.540224524,4,129,71,29,68.12,105,72
52007,other,261,230290,92,534,796,0.117947338,0.542002405,0,186,3,0,66.6984127,11,28
52009,other,159318,31289,34187,40620,396,0.029852286,0.471765752,192,42,158,0,123.17,109,25
52011,other,9153,47993,263,12871,1190,0.032506332,0.490608665,10,185,15,8,191.645,35,25
52014,other,12193,9103,918,4059,263,0.101715553,0.493858353,54,134,66,59,154.095,207,64
52017,other,138816,1544,1296,91796,69,0.044796812,0.561722446,17,91,109,43,89.28,178,51
52019,other,11374,61477,3850,1117,2001,0.142014453,0.443085381,235,161,39,24,156.52,158,34
52022,other,47652,2983,1984,9330,83,0.097506714,0.492921155,53,134,66,19,131.485,121,21
52024,other,11220,5122,975,3139,274,0.189100789,0.514759801,79,128,72,62,129.53,227,23
52027,other,17316,3413,503,17462,49,0.132795489,0.492696552,46,121,78,14,107.3366834,99,22
52033,other,803,34496,222,3068,76,0.124167752,0.494893809,23,173,27,2,81.235,141,3
52036,other,97506,3631,1813,32689,58,0.128112389,0.49773675,31,63,137,0,59.15,170,27
52037,other,31528,2048,1916,13168,85,0.076240431,0.550704712,49,193,7,15,95.735,69,21
52040,normal,10966,370,374,6903,27,0.106215145,0.531425035,18,111,87,9,116.2878788,78,58
52041,other,370,1132,119,196,7,0.074692118,0.4482162,29,68,120,0,102.9414894,119,28
52049,other,17271,109767,87765,553,872,0.153642855,0.541707087,10,194,6,17,64.965,110,11
52051,normal,1117,6569,631,1189,77,0.265193194,0.544635657,208,88,112,9,126.39,222,15
52052,other,81811,11399,817,2482,93,0.066843205,0.485913815,33,152,47,14,107.5879397,69,45
52055,other,101974,8325,1620,100213,309,0.132635789,0.521774835,37,158,41,53,97.94472362,196,20
52058,other,17490,6493,387,1313,162,0.083841462,0.385758064,134,166,34,20,163.09,375,24
52062,other,145572,6870,3668,209534,239,0.072136612,0.5144825,0,13,187,0,91.14,3,23
52064,other,16208,15956,726,115,478,0.015035291,0.451386876,280,192,8,2,147.07,376,3
52070,other,12164,26534,509,14523,452,0.087343548,0.494870817,5,134,66,24,106.5,73,39
52071,normal,2881,11224,10313,1749,62,0.256390676,0.470478989,261,50,144,1,97.64948454,203,10
52072,other,1728,31768908,48,12,37264,0.175982987,0.473965973,65,196,4,4,70.8,129,2
52076,other,23393,190407,764,27987,2215,0.054390071,0.464054486,5,193,7,3,107.88,28,7
52077,normal,1371,4371,1,91,18,-0.016154817,0.359545455,231,198,2,4,72.235,208,6
52079,normal,6884,4453,5001,1594,73,0.228722628,0.485634659,145,154,46,3,128.91,174,12
52080,other,82818,25458,990,7126,955,0.104769059,0.464645943,8,152,48,0,121.82,188,28
52081,other,112422,12349,1231,991,103,0.044607265,0.465122968,17,190,10,54,87.485,112,34
52082,other,7862,28673,1588,8866,859,0.137907514,0.367627777,121,141,59,9,150.94,335,29
52083,other,22442,36262,686,269,1544,0.015098424,0.498024976,5,192,8,4,104.51,21,55
52084,other,135104,47002,1619,3047,1041,0.039442098,0.489112922,21,130,69,24,97.47738693,114,51
52085,normal,141145,9187,490,29005,75,0.103662566,0.480134454,90,10,190,0,92.75,96,9
52087,other,357357,38464,308,27453,188,0.262121212,0.531628788,94,9,191,0,122.54,85,3
52089,normal,10021,8242,4168,8362,392,0.306040454,0.544095901,187,146,54,11,118.46,157,9
52090,other,18473,33911,635,15467,536,0.213696761,0.570134669,9,198,2,4,92.04,43,19
52095,other,193308,3038,957,8714,77,0.122138427,0.521147633,6,116,84,59,100.05,176,72
52097,other,4239,11869,915,164,200,0.041789757,0.390637911,375,138,62,0,145.635,315,17
52099,normal,1214,1052,445,59,37,0.157319902,0.458967973,170,79,113,5,120.78125,149,13
52101,other,1927,1786,745,1135,13,0.114279332,0.518578644,9,115,85,23,48.655,88,47
52104,other,176,77,299,376,0,0.102197677,0.526656032,47,72,102,15,110.6666667,114,10
52110,normal,5544,1544,451,6914,18,0.177529236,0.489341731,104,68,131,30,115.7236181,183,13
52114,other,34547,1200,401,74696,2,0.16764263,0.572268886,5,107,90,3,74.76649746,109,20
52115,other,5549,1855320,476,377,12834,0.113230689,0.512454809,44,95,104,39,130.2562814,204,24
52116,other,1318,864,731,7153,5,0.162911812,0.562626866,13,89,110,0,74.01005025,2,15
52118,other,175853,11632,6384,2909,85,0.087046157,0.608862046,7,111,89,57,78.88,160,83
52119,other,160921,27149,7922,1963,552,0.064923775,0.497350779,29,112,88,11,104.73,148,33
52121,other,9744,602375,204993,124,650,0.169457934,0.566073664,2,200,0,2,66.785,197,12
52122,other,34033,61932,2135,2941,3685,0.114776257,0.509476525,20,42,158,6,112.37,192,29
52123,other,40,2811,308,60,15,-0.032051282,0.617948718,3,26,8,0,46.88235294,27,1
52131,other,5640,886,502,2190,2,0.061010056,0.59139027,9,89,110,19,52.9798995,97,39
52133,other,21077,9219,185,8201,137,0.0259927,0.57421986,5,151,49,14,56.99,82,64
52136,other,25731,533832,1215,260,804,0.297612562,0.502976283,50,94,104,8,117.6767677,182,19
52139,other,65879,327972,68,2,2012,0.286401099,0.676327839,0,195,5,0,111.365,400,22
52142,other,1769,133,236,7153,5,0.095703504,0.481791481,123,154,46,43,138.89,176,33
52144,other,5559,5058,4431,39058,46,0.149031143,0.530810486,19,68,132,1,65.285,22,12
52145,other,2777,28423,1438,2389,196,0.164919497,0.438802081,67,135,65,4,149.3,203,51
52147,other,66393,51960,3,57977,2823,0.025750802,0.355506068,0,200,0,1,136.52,392,31
52148,other,17770,1269,941,9809,83,0.065620468,0.552560908,7,171,26,35,113.4467005,128,40
52150,other,4254,7628,794,558,305,0.087618008,0.422131733,69,191,9,23,138.68,185,15
52151,other,1845,612,364,1184,2,0.169455464,0.536329879,15,142,58,8,60.965,61,28
52152,other,79518,3682,311,8494,18,0.142886108,0.500034406,42,130,69,28,78.1758794,96,12
52153,other,10304,2044,384,6343,84,0.098403704,0.4766543,45,113,87,21,129.46,169,26
52154,other,857,777,182,48828,18,0.1051443,0.562752715,1,148,50,20,73.64646465,82,32
52155,other,73624,9749,981,41006,447,0.024789859,0.348508016,54,74,126,13,136.665,220,33
52156,normal,6535,13585,4362,640,542,0.111951277,0.455426429,129,107,93,32,151.815,151,32
52162,other,3278,436,314,7676,3,0.106708963,0.574675405,21,57,142,15,77.66834171,90,27
52173,other,13120,1113,1200,9897,54,0.119203999,0.499343931,59,127,73,26,98.265,114,14
52175,other,150642,82881,1712,1754,1458,0.100026674,0.528428659,178,191,9,2,131.56,390,8
52176,other,1250,7773,556,519,158,0.244511966,0.50616554,109,109,91,34,109.785,209,6
52178,other,27897,377367,873,1117,1396,0.091904717,0.560644959,0,122,78,5,93.575,201,10
52180,other,45112,36528,2232,15435,200,0.02578615,0.467645142,19,139,61,49,158.845,158,52
52183,other,23488,3112,733,10128,143,0.140456134,0.459658387,132,71,129,9,118.915,222,5
52184,other,4335,6285,412,1723,15,0.200680014,0.528886621,96,163,37,45,92.9,113,10
52185,other,6490,10068,975,2560,277,0.09826605,0.543218841,19,157,43,81,165.625,228,30
52187,other,23857,10304,678,109,59,0.098746196,0.477930803,93,150,49,46,115.8542714,196,9
52188,other,418403,6136814,824,3047,6252,0.114128463,0.428174782,101,120,80,0,128.485,356,25
52191,other,537,751493,1389,7409,2162,0.21069365,0.587013023,87,176,23,19,94.98492462,156,22
52192,other,4875,1618,1845,5667,81,0.266448444,0.554114346,169,171,29,14,110.9,120,8
52194,normal,121,47,54,113,0,0.161135803,0.515227518,20,59,62,11,104.5041322,108,8
52197,other,36625,14709,1679,4453,374,0.206035379,0.51399557,114,154,46,3,126.3,236,30
52201,normal,3730,1671,1024,2201,77,0.157697835,0.507819913,439,177,23,1,114.93,211,9
