source,target
47617,68161
47617,65003
47617,32920
47617,100312
47617,12894
47617,68098
47617,94420
62315,21577
62315,70455
49284,69321
21123,65496
21123,37265
21123,63846
55181,83565
78980,75397
78980,16921
78980,81993
69373,68070
99490,46204
99490,53381
99490,65150
99490,78717
99490,64507
63762,2827
63762,96613
63762,75268
63762,3683
63762,52250
63762,28940
63762,95466
63762,37271
63762,2644
63762,21437
63762,25354
63762,58671
63762,62356
63762,46660
63762,88298
63762,52882
63762,50887
63762,90989
63762,7349
63762,63722
63762,45018
7400,90709
7400,30155
7400,60175
7400,36004
2806,77524
2806,50758
2806,77266
2806,23349
2806,74844
93088,93885
72826,13921
72826,5964
72826,57233
72826,327
72826,95846
94665,49787
94665,87352
94665,20075
94665,6749
94665,49497
24646,88278
32726,74718
70894,21586
70894,78603
70894,54790
80795,34094
80795,54790
80795,83740
80795,97488
7902,75345
7902,94572
7902,92892
7902,99165
7902,41352
69033,72943
42649,28303
42649,5848
42649,12055
42649,35617
42649,20607
42649,40639
42649,64214
42649,98182
42649,925
42649,84954
42649,17798
42649,48158
42649,61384
42649,22348
42649,95103
42649,43122
42649,98191
42649,82829
42649,18459
42649,44240
42649,86112
42649,100312
42649,55245
42649,59293
42649,27707
42649,49124
62427,48646
9783,25810
31362,14786
31362,19436
31362,653
31362,15578
31362,14340
31362,89586
31362,3094
31362,63035
31362,12947
31362,48707
31362,75902
31362,9546
31362,55923
31362,20840
31362,10991
31362,43217
31362,1607
31362,22348
31362,84490
31362,84824
31362,23314
31362,52890
31362,7736
31362,70551
31362,72702
31362,28981
31362,50983
31362,65449
31362,94916
31362,41226
31362,8981
31362,43417
31362,68503
31362,18437
31362,90234
31362,16921
77726,48804
77726,90391
77726,39508
91964,31336
91964,4965
91964,74195
91964,1826
91964,24706
91964,99304
91964,43957
91964,64562
91964,14083
91964,36252
91964,41816
91964,76973
91964,4748
91964,62190
91964,4541
91964,13966
91964,27528
91964,7736
91964,94473
91964,18774
91964,36004
56517,8981
56517,43417
56517,1943
56517,75439
49313,37711
49313,20051
49313,35013
49313,75069
49313,14340
49313,6262
49313,5085
99679,84211
99679,79960
99679,53147
99679,84266
99679,99875
99679,100021
99679,57024
99679,58932
99679,56682
46902,70518
46902,25527
46902,91077
46902,82925
46902,98914
46902,82260
46902,54827
46902,54173
46902,31833
46902,192
46902,32666
46902,36985
46902,73333
46902,84396
59317,47679
51546,95247
51546,20043
51546,42306
16158,76828
97787,14860
97787,63103
33623,18830
33623,87552
33623,67942
33623,6557
73913,43137
73913,94217
51149,50834
44968,94006
44968,36403
54248,40364
54248,42435
48709,59089
48709,17868
48709,45872
27459,20075
64286,21303
87751,34633
87751,23691
75895,16556
93146,84093
86402,91897
97684,53650
97684,40879
61762,57024
70411,30353
70411,49160
70411,45580
70411,66707
70411,23450
70411,34299
70411,17517
70411,29271
95743,20699
95743,49164
95743,88229
89042,20502
89042,87450
65159,65860
65159,41028
17468,6557
17468,89279
17468,3014
17468,65260
15952,19859
3789,89377
71461,47552
71461,75964
71461,35738
71461,41213
71461,52460
71461,26958
71955,99994
71955,57096
71955,44419
49690,34521
87104,50164
48808,55564
40899,93694
75237,90709
75237,2967
75237,75139
75237,96048
45663,81425
51999,19285
49546,72743
43526,16354
58222,27246
58222,76727
58222,90709
10483,2209
80193,73099
24379,30821
46503,76721
46503,87776
46503,30425
46503,73699
46503,63246
32176,69278
30327,41583
30327,32942
30327,43825
23295,28605
23295,82500
23295,38984
23295,45773
23295,82692
23295,22404
23295,89937
23295,57057
68410,27528
68410,35941
68410,15570
68410,63228
68410,24275
68410,22172
68410,15561
95903,9052
83252,65867
75058,18184
16254,27804
16254,30070
16254,64214
16254,84065
16254,70179
16254,58825
16254,42590
16254,11184
16254,70286
16254,94217
16254,11111
16254,58059
16254,30256
16254,3185
16254,36767
16254,54916
16254,51832
16254,5071
16254,97214
16254,19318
16254,53499
46884,10761
46884,9228
89292,74555
16623,37654
52518,55791
52518,633
52518,95320
52518,81613
52518,35130
64655,20345
58896,77652
81493,60231
81493,39265
81493,83447
81493,87085
81493,70210
81493,78039
81493,75345
81493,8857
81493,17855
81493,25354
81493,51709
81493,96395
81493,48634
81493,44253
81493,46868
99242,59089
99242,47552
15161,63604
15161,92324
15161,2464
15161,90169
33057,65003
57598,2677
57598,99336
57598,46288
57598,16487
57598,7736
57598,69442
57598,39645
57598,60112
57598,28112
57598,51220
57598,19873
57598,76973
57598,50983
57598,46504
57598,87590
15224,44589
15224,91135
15224,88897
15224,8808
15224,47674
15224,12865
15224,22
15224,24275
15224,68649
15224,65449
15224,94681
15224,10991
15224,34299
83481,85856
83481,40409
83481,78710
83481,93663
83481,5707
83481,44760
83481,58403
83481,41452
83481,86790
83481,20789
83481,90255
83481,79459
83481,77106
83481,54369
83481,96071
83481,40846
83481,20413
83481,28197
83481,89805
83481,34803
83481,82249
83481,16656
83481,25210
63797,46204
63797,74646
63797,5650
63797,43516
63797,13419
91129,78401
25352,35941
25352,50499
25352,52890
25352,71653
25352,27246
25352,30120
25352,518
25352,46504
25352,13868
25352,44343
36355,38638
62954,28725
13817,950
13817,57778
13817,89295
13817,48472
13817,63991
13817,78826
13817,12035
13817,13419
13817,97737
13817,20851
63647,30425
98450,63743
98450,74867
98450,36157
98450,4541
98450,64663
98450,83740
98450,30256
98450,17320
98450,65410
98450,18184
98450,87365
98450,58424
98450,8715
98450,94916
98450,87590
98450,72208
98450,43417
98450,74057
98450,49841
98450,51507
98450,15000
82731,6460
21514,40725
41178,27247
41178,18767
48863,32620
48863,5838
48724,4883
48724,87292
48724,17636
48724,21155
48724,10411
48724,53158
48724,32891
48724,62006
48724,28602
48724,23451
48724,76133
48724,43080
5213,20569
5213,57512
5213,75967
8129,1251
8129,87776
8129,40039
8129,93282
22554,81768
22554,83420
22554,19040
22554,30155
22554,42955
22554,67138
81808,35581
81808,49444
81808,33618
81808,72987
81808,93258
81808,91029
81808,20482
81808,56770
81808,76973
81808,11111
81808,65407
81808,96933
81808,47552
81808,75643
81808,15402
81808,56855
81808,22672
81808,10721
81808,24359
81808,79455
81808,38554
81808,49160
81808,42609
81808,73215
81808,46334
13483,25709
89674,52533
89674,61745
89674,23370
89674,91337
15876,10475
15876,9335
15876,94117
70503,56257
70503,44450
88255,53586
22962,83703
96831,74844
96831,80982
42840,98612
42840,27259
42840,98832
42840,39508
26562,36252
26562,96575
26562,61841
26562,90467
26562,93102
26562,15728
26562,63549
26562,73419
26562,81080
44247,57665
44247,35941
44247,21586
44247,426
44247,55507
44247,88292
44247,11111
44247,36767
44247,14655
52971,92846
52971,79592
52971,84521
52971,75807
30035,41060
13939,78247
13939,94916
13939,50149
13939,21089
13939,25796
13939,74472
13939,20449
13939,42652
13939,22723
13939,96246
13939,23890
13939,86649
13939,12794
89298,89428
40548,83316
98628,93108
98628,51310
98628,20657
90111,1749
71000,6575
71011,93282
82080,51629
73887,43331
34220,87085
34220,83145
34220,56408
34220,95278
34220,41583
34220,28282
34220,58212
34220,52551
43097,653
43097,52890
43097,74844
43097,51486
43097,50318
43097,19830
43097,20840
43097,6771
43097,5718
43097,63659
43097,43217
43097,8981
43097,62190
43097,35460
74588,5848
74588,79809
74588,19701
74588,46504
74588,8188
74588,23890
74588,12373
74588,31133
74588,84381
74588,40988
74588,43417
74588,19830
74588,6771
74588,65407
74588,12268
74588,94473
74588,23314
74588,2428
74588,44648
74588,45580
74588,7639
74588,60081
74588,95383
74588,99456
74588,72702
74588,55456
74588,85035
74588,65449
74588,42955
74588,84954
72567,60361
55320,38365
77747,82342
77747,93444
6964,22382
6964,22089
84808,32667
84808,25543
55556,51828
55556,9236
55556,1723
78676,62006
78676,62269
78676,24793
94819,76445
40409,33102
40409,83481
96068,41884
48301,63620
48301,56760
48301,15073
52640,70945
23874,39314
50531,93695
99723,92902
99723,11815
99723,33769
14801,61914
1990,7180
1990,15730
1990,18548
13282,27622
13282,21856
13282,40626
13282,3994
13282,47130
13282,24742
13282,54639
13282,61094
13282,86899
13282,40663
13282,35606
13282,97829
45590,85001
45590,74956
71543,83249
72774,79817
72774,7932
543,24458
25230,45232
61442,87776
52902,39508
28966,80445
48584,34024
48584,60231
48584,78699
48584,32998
48584,15253
48584,40817
48584,52250
48584,33244
48584,90344
48584,25570
48584,77880
48584,98478
48584,93201
48584,87498
48584,97392
48584,51226
48584,8857
48584,56054
48584,90564
11288,32222
66610,59055
66610,35579
66610,18834
66610,25487
66610,31052
66610,14045
93854,37473
140,59914
140,63025
140,11791
140,32998
140,86969
140,77442
140,65252
140,73920
140,94046
140,39621
140,86632
140,19814
140,40846
140,7350
140,13921
140,11124
140,22915
140,38917
140,51416
140,76782
140,93663
140,25570
140,43843
140,55809
140,90255
140,80446
140,90359
140,93201
140,90344
140,572
140,54214
140,54369
140,7039
140,98654
140,78699
140,85439
140,66448
140,49637
140,85445
140,94220
140,89550
140,62048
140,55442
140,90564
140,77692
140,77599
140,66800
140,83674
140,16427
140,45067
140,77996
140,32335
140,73518
140,63200
140,16320
140,47991
140,75046
140,45400
140,6449
140,63582
140,77106
140,81155
140,37254
140,34648
140,93593
140,57633
140,89450
140,98418
140,25210
140,86790
140,66570
140,59988
140,5707
140,80293
140,52551
140,58403
140,98478
140,32426
140,15280
140,17895
140,81116
140,26841
140,98740
140,44253
140,54851
140,2516
140,73131
140,14671
140,66144
140,68169
140,56054
140,60531
140,74805
67724,94610
17569,48246
17569,57024
17569,37474
32715,60560
88158,43217
19329,75196
19329,18504
19329,80445
19329,42385
39944,26932
39944,85132
39944,88114
39944,81735
39944,22723
39944,18548
39944,64707
39944,22611
39944,39399
39944,23537
39944,92043
39944,22382
39944,21303
39944,60081
39944,25933
39944,70884
39944,42785
39944,61944
39944,15245
39944,79520
39944,28944
71419,19107
89802,73664
89802,80693
89802,74718
89802,57451
89802,93455
89802,72987
89802,28629
89802,65449
97046,85001
97046,94916
97046,84381
97046,7438
97046,50149
97046,58932
97046,26159
97046,39645
97046,42652
97046,24930
97046,15841
45428,64709
45428,38498
60390,92902
60390,18282
26360,48679
35320,22551
75565,77413
8487,74405
8487,51514
8487,73518
8487,63200
8487,16320
8487,86969
8487,6650
8487,74402
8487,84486
8487,51963
8487,99409
8487,16319
8487,16656
8487,6449
8487,83481
8487,14230
8487,40817
8487,90255
8487,55212
8487,27290
8487,83659
8487,89869
8487,96905
8487,54268
8487,27909
8487,22915
8487,98654
8487,16265
8487,66095
8487,94046
8487,94220
8487,23255
8487,51416
8487,67848
8487,40966
8487,93663
8487,25570
8487,40537
8487,572
8487,17108
8487,98478
8487,90359
8487,59914
8487,26841
8487,75046
8487,87498
8487,77428
8487,7039
8487,91809
8487,51447
8487,20404
8487,85439
8487,36820
8487,34803
8487,77692
8487,17895
8487,83674
8487,54785
8487,16670
4408,26958
35225,9228
35225,63147
35225,36194
35225,45938
35225,57580
35225,81709
83496,22197
34991,10878
65798,71027
65798,81837
37000,13868
37000,76427
37000,96575
37000,40024
37000,11456
37000,96738
37000,66801
37000,31135
37000,7639
37000,20017
37000,46373
37000,8981
37000,56627
37000,74057
66467,51352
66467,79809
66467,93875
66467,47168
66467,94473
65294,92092
68920,29227
68920,85001
68920,87241
68920,5087
68920,56855
68920,80763
68920,72326
68920,76278
68920,7333
68920,79834
68920,72789
68920,81932
38391,50313
38391,57665
39011,6710
94105,32023
54433,62190
26789,95247
26789,35514
61959,57512
2587,57396
2587,28520
2587,38833
2587,982
97791,49967
75392,12079
38382,46894
28200,65250
28200,59642
79400,57864
15255,21577
15255,34679
15255,84823
15255,57043
15255,73565
15255,75208
15255,85890
15255,518
12591,73325
85090,63620
92868,7314
1104,47085
1104,90061
1104,17853
1104,26873
89963,73169
65647,76929
65647,22382
90433,19873
90433,98341
90433,84053
90433,87365
71323,52040
71323,98156
71323,59134
71323,75357
2269,8492
61441,17209
61441,36996
89989,1251
1068,1826
91646,9335
91646,85424
91646,22915
91646,19285
91646,13852
91646,59641
91646,66144
91646,98418
91646,14859
91646,16229
91646,4081
91646,95846
91646,81612
40274,12507
40274,31135
40274,91410
85531,37254
85531,17520
85531,51514
85531,11846
85531,48251
85531,79459
85531,20553
85531,15541
85531,68420
69713,53768
72066,2677
72066,37474
72066,51486
72066,44648
29207,33261
27889,52085
27889,46032
57146,40899
57146,56855
57146,83703
57146,72944
57146,21474
94338,974
94338,18777
94338,3784
94338,48482
49326,80979
36175,35830
53468,20502
76546,21858
16590,94182
25082,22494
49499,40024
49499,87498
49499,48050
56344,43331
56344,27979
56344,93584
56344,92850
56344,567
16232,36521
19466,20050
19466,87776
28643,28112
28643,61777
36820,87849
36820,73131
36820,40885
36820,23691
36820,34648
36820,57166
36820,51447
36820,78553
36820,90344
36820,70821
36820,16319
36820,25210
86588,32129
59785,79334
59785,81030
59785,44480
59785,54024
59785,99912
59785,45116
59785,62312
59785,83495
59785,35775
59785,95977
71721,95870
18852,23538
18852,96071
18852,67848
18852,85832
18852,71495
50160,15423
86293,79268
86293,28068
56330,100338
56330,79592
56330,40464
33342,80982
33342,44130
33342,29207
33342,17520
74165,28520
10238,94217
12774,35960
66455,4342
66455,83578
66455,6838
66455,4525
66455,52894
66455,68392
63688,92324
63688,67138
63688,7314
63688,25096
63688,4135
63688,29982
82083,48563
43383,52085
43383,46032
45192,84878
75067,75964
16518,8100
16518,55390
16518,5064
16518,41383
16518,22197
16518,39377
16518,60351
48438,29628
54770,1400
54770,46870
2474,2458
2474,44130
2474,87067
2474,78410
22322,76658
45689,13940
61289,69123
61289,40524
40600,54081
33024,91397
33024,85103
33024,32517
33024,60448
33024,48050
41277,77293
41277,65216
51986,79592
87155,14767
1719,35960
11519,12571
11519,43438
11519,42652
11519,71778
11519,12794
92364,58882
83717,68098
83717,31971
83717,44450
42816,8473
42816,61455
42816,60927
93304,66954
93304,75299
93304,50761
93304,36982
93304,25498
128,39509
128,22723
128,5071
48885,74405
48885,23377
48885,7349
48885,63200
95824,6897
5525,95713
90882,41125
59997,100155
59997,528
59997,69497
59997,70210
59997,29833
59997,48836
59997,96198
59997,96395
59997,39871
59997,34633
59997,9838
59997,16087
59997,46868
59997,39875
59997,67356
59997,76412
59997,99315
59997,28573
59997,38938
59997,93274
59997,92019
59997,9987
53483,21499
53483,52531
53483,22404
53483,51011
53483,32693
53483,79650
35155,50761
35155,4492
35155,9538
35155,73618
35155,6180
35155,70884
35155,13868
35155,16259
35155,57451
35155,32586
35155,43221
35155,93258
35155,87590
35155,71224
60728,79882
26857,55486
25096,47363
26652,11537
26652,84192
26652,46895
26652,25322
82546,82158
79244,99860
79244,95411
79244,65473
79244,41435
79244,94818
79244,99319
32683,19066
16560,8919
58523,2428
57508,26544
39139,56677
92909,57949
92909,78655
92909,68004
92909,97794
92909,62359
92909,57778
92909,64172
92909,45170
92909,20851
92909,33948
92909,79650
92909,64378
16851,95624
14185,81777
19488,94094
19488,66573
8441,30579
8441,98943
35595,77293
91555,23292
28373,73141
28373,54109
28373,85890
66651,50887
20400,55486
20400,78014
20400,12242
2805,81723
2805,54657
64151,12561
28902,11372
60868,14542
32005,50361
67343,27059
67056,13680
3310,34682
3310,36252
3310,31336
3310,12865
3310,69570
3310,65789
3310,79731
32989,41891
29705,279
53372,82261
59647,41884
17572,5345
26809,61764
10385,97965
10385,58457
10385,11417
10385,85123
10385,26839
10385,37423
10385,7346
10385,33519
10385,85840
10385,71084
10385,51226
10385,91258
10385,57024
10385,46671
10385,36767
73858,3185
81086,39260
81086,124
81086,47991
81086,39202
81086,86112
81086,15280
89129,64857
26061,48574
26061,48784
26061,13085
26061,5064
26061,1214
26061,39470
26061,99860
57393,70945
39109,87787
39109,85676
41761,76830
51953,7589
6564,1624
17018,32488
17018,40809
39,18855
39,83135
39,29276
39,38426
39,36982
39,47130
39,89703
39,49630
39,18459
39,92263
39,51174
39,14167
39,58084
39,49028
39,14942
39,66054
98792,18555
8008,51174
99349,62190
99349,94303
99349,84824
99349,22382
92902,75282
24245,69991
20547,81233
29778,34521
8615,9069
8615,28940
4553,48267
4553,5848
4553,75954
4553,75902
4553,12374
4553,15716
4553,22348
12082,15402
26309,93291
32257,75964
32257,26958
32257,73699
68770,9420
68770,10587
18626,30306
45209,71581
20218,52882
9349,5848
9349,3017
9349,76072
9349,40988
9349,44343
9349,26561
9349,71778
68317,56004
36162,27169
36162,17950
36162,40594
36162,51733
36162,31764
36162,15728
36162,39211
36162,67138
36162,16556
36162,96494
36162,33192
20823,64132
20823,12625
20823,30155
53699,43367
60937,37615
60937,8466
60937,73085
60937,69769
60937,31332
60937,36778
60937,55334
60937,14870
93307,58937
93307,22724
31824,85705
84334,80299
84334,49239
84334,16087
84334,32716
84334,69497
84334,87085
84334,30856
84334,8122
84334,23509
84334,93455
84334,39443
84334,30725
84334,58403
84334,74857
84334,7417
43848,32071
97417,34682
97417,14083
97417,30353
97417,30256
26574,94094
32451,81393
32451,56770
32451,49967
3735,53825
3735,85933
3735,72499
3735,87983
3735,94420
56823,37605
56823,45938
56196,40879
66285,71845
76520,77334
76520,42322
76520,29222
76520,97337
57246,74129
57246,653
57246,17380
57246,54790
57246,90188
57246,11111
57246,10030
57246,22971
57246,5071
57246,2131
57246,38948
57246,96246
57246,87590
57246,63659
57246,15000
73371,15874
81246,17209
81246,54446
96369,94182
34216,49481
34216,44633
34216,32216
34216,62785
34216,82043
34216,28540
34216,73215
35706,19254
97499,2500
97499,41849
97499,38486
97499,27087
97499,588
97499,46084
97499,51856
29891,18852
29891,38778
29891,39265
29891,57166
29891,68813
29891,4839
29891,22915
29891,90564
29891,66800
39505,93298
70241,77945
47004,86292
47004,20046
47004,91103
47004,17021
47004,50490
7076,96529
61700,95056
61700,36996
21307,15358
30153,22971
30153,79190
30153,79455
28029,20010
28029,56627
63759,85114
42422,84660
62123,34682
62123,42955
62123,26188
62123,8383
62123,12865
62123,64562
62123,84490
62123,95194
62123,28176
62123,61502
43291,21089
39742,20345
39742,95247
2732,28138
14473,2674
14473,58208
40470,59885
40470,94117
40470,49028
40470,4038
40470,25264
40470,52040
40470,35960
40470,8151
40470,33192
59205,27259
59205,64781
59205,58937
59205,30425
59205,98612
59205,20050
94922,76888
94922,98191
81216,26932
81216,93258
81216,74195
81216,42785
81216,16487
81216,34299
81216,8780
81216,81735
81216,72617
81216,18712
81216,45926
81216,76973
81216,23864
81216,83825
81216,87365
81216,22382
81216,18548
81216,24828
81216,21858
81216,14542
81216,81041
81216,96714
81216,37615
81216,82158
81216,51507
81216,7438
81216,22089
43606,27109
41916,17402
5950,21802
60506,30839
5673,39250
5673,94420
5673,33852
96489,77233
44454,2324
44454,97091
44454,53200
90824,21499
90824,68161
90824,65473
90824,85949
90824,98078
926,23015
926,20043
926,32716
20459,21046
42581,86295
42581,5848
42581,653
42581,91029
42581,20482
42581,55564
42581,35941
42581,71744
42581,80763
42581,58932
42581,76727
42581,16921
42581,518
15623,55265
15623,47705
41540,65449
41540,55507
41540,39082
41540,30552
55844,21577
29547,14333
51025,30403
51025,11442
51025,48194
51025,95103
51025,50313
62781,76110
62781,8453
62781,91103
62781,53811
62781,18675
57570,4322
57570,60815
57570,35136
41552,22508
82169,50313
41615,39509
41615,4541
41615,74195
41615,43221
41615,91029
41615,64562
41615,142
41615,6519
41615,79817
41615,26159
41615,83740
41615,6771
41615,51962
41615,18548
41615,96738
41615,22382
41615,24828
41615,39645
41615,70945
41615,69442
41615,79591
41615,583
41615,37615
41615,17380
41615,13233
41615,8981
41615,61944
41615,14114
41615,80693
41615,49263
41615,1826
41615,99657
41615,20482
41615,9535
41615,59747
41615,33629
41615,34094
41615,74532
41615,77515
41615,14542
41615,25936
41615,74129
41615,81756
41615,51268
41615,63228
41615,73419
41615,57631
41615,62190
41615,95383
41615,32586
84986,95194
84986,94916
84986,58825
33564,91027
33564,4965
33564,91309
59879,39364
11157,57057
33900,75709
33900,44413
33900,4135
33900,32666
33900,46204
33900,74235
33900,95518
33900,41112
33900,90775
33900,15131
33900,26706
33900,53769
33900,75299
68934,43273
68934,6649
68934,30155
68934,46029
68934,36004
68934,67138
68934,60140
68934,59169
68934,60175
68934,75181
68934,76427
68934,20565
68934,70346
68934,90759
68934,50164
68934,64132
68934,90709
68934,88929
38222,14557
38222,63743
38222,44648
38222,20607
51786,62646
7673,84137
7673,74979
7673,66832
7673,94364
7673,25425
90634,89664
90634,32586
90634,16556
90634,90206
90634,57665
90634,63309
90634,96625
90634,28621
90634,28176
90634,35911
74222,74924
74222,87787
74222,97309
74222,89703
74222,44179
74222,52040
74222,50361
74222,32620
74222,3011
74222,58322
74222,22404
18095,76490
51042,22197
51042,32338
40514,6771
73242,43537
73242,36252
73242,32460
73242,16487
73242,7277
41990,21617
83275,4965
83275,28303
83275,30070
83275,44179
83275,77878
83275,78603
83275,95125
83275,18547
83275,84954
83275,91027
83275,57744
83275,8666
83275,52979
83275,59747
83275,93124
83275,5838
83275,87365
83275,10358
83275,67604
83275,5718
83275,29559
83275,11442
83275,70945
83275,47168
83275,87450
83275,2801
83275,30361
83275,93390
83275,42955
83275,76973
83275,33948
83275,51507
83275,5085
83275,14160
83275,62190
86328,92516
3969,4135
59649,9846
59649,56548
59649,97309
59649,47130
59649,83565
59649,81393
59649,56770
59649,49028
59649,61242
59649,16948
59649,48723
59649,13605
59649,24742
59649,22964
59649,29904
59649,91225
59649,81540
59649,3090
59649,50546
59649,52156
59649,85133
59649,6193
51615,81293
34617,51486
8106,5064
8106,25264
8106,77334
8106,62785
8106,33674
8106,88229
8106,94572
8106,33787
8106,21673
8106,87745
73772,18855
73772,31214
73772,40626
73772,99415
73772,73699
73772,50761
73772,2607
73772,49630
73772,88519
73772,79604
73772,24756
73772,98433
73772,37799
35377,25936
35377,95078
35377,15000
35377,37826
35377,34196
35377,66707
35377,26854
35377,98182
35377,42699
35377,87590
35377,38247
35377,53408
16466,49444
16466,45960
16466,61777
16466,53499
53321,31588
53321,84660
53321,2607
53321,47130
47992,80716
20866,85132
33755,73412
33755,13263
33755,45973
76600,59932
76600,93584
34820,35304
41608,44648
63503,183
192,82260
192,73333
192,84952
192,82925
192,54173
192,36985
192,35795
192,20554
192,14377
192,54827
41621,59154
41621,52554
41621,5650
41621,54657
41621,65926
41621,56548
41621,16948
41621,14179
41621,58401
41621,31083
41621,55461
41621,89703
41621,78014
41621,28874
6802,15173
6802,39760
6802,71815
80978,79334
80978,58212
38650,34565
38650,48634
38650,67356
80896,1573
27745,98055
33846,69074
33846,30287
33846,37474
33846,354
94781,74129
94781,51352
94781,31214
94781,6222
94781,7314
84860,44419
84860,79650
84860,79807
84860,39202
84860,95691
84860,53381
84860,99587
84860,78014
12776,87484
16611,86645
72268,49358
72268,84490
72268,57096
72268,17495
72268,35911
72268,34322
72268,79834
23936,77334
23936,51668
93242,54446
20685,4328
20685,53370
20685,15131
20685,20851
14258,20144
14258,43825
14258,10680
9140,91666
67231,28981
57964,4097
33847,51831
33847,38774
78998,32337
78998,94634
90548,32023
4960,75345
4960,92892
4960,52533
18093,74195
18093,90467
47082,79592
711,85949
711,13885
46675,96714
46675,91450
46675,27528
46675,12507
44450,93282
89149,61242
13451,30720
13451,29276
13451,29982
79662,86447
79662,72499
11266,44752
11266,16087
10056,73664
10056,39994
10056,4492
10056,71084
10056,47110
10056,25404
10056,74367
10056,30610
92534,50313
92534,1943
92534,83931
64796,44747
34393,6262
8764,89551
8764,33340
6979,28725
6979,79807
6979,2607
6979,85280
6979,94420
6979,84397
28440,41494
28440,58825
28440,12507
28440,15000
24350,90039
24350,98381
24350,47490
57985,81898
77180,89436
77180,12625
77180,6460
77180,5458
57614,2428
1493,52761
52499,86295
52499,20645
52499,75599
52499,50761
52499,87787
52499,58322
52461,36996
97305,53108
97305,36521
97305,3379
97305,24458
72016,77524
22606,89937
66281,98134
66281,34691
78588,73615
9801,80146
9801,83135
5007,22638
47725,4322
82865,32337
76632,77515
76632,65174
76632,65410
90282,84735
88375,28520
88375,56329
88375,45093
88375,57184
88375,68380
88375,20575
88375,98078
35068,7165
35068,5969
35068,98594
69804,90964
49131,24549
99309,30256
99309,19590
60308,80438
60308,11417
60308,68226
60308,31052
60308,70081
86578,49239
86578,47593
86578,59785
86578,96198
86578,45162
86578,28282
86578,28573
86578,38938
86578,58212
86578,17794
86578,10313
86578,59825
86578,63069
86578,25810
66711,96961
61609,40879
4312,74311
4312,96198
4312,77266
4312,63069
4312,97091
4312,82299
4312,22394
4312,67152
4312,33261
4312,69643
4312,10313
4312,69409
4312,94572
37737,69966
72679,26867
28445,30306
26148,58940
26148,90267
26148,31143
39062,99580
39062,76828
76315,26168
76315,50758
76315,53650
76315,64205
76315,7417
76315,77524
76315,69643
34267,12468
63902,2500
63902,51856
75232,98363
76354,81648
79772,69950
79772,56677
79772,30821
79772,528
79772,100155
79772,42494
79772,64395
36225,13307
56321,9162
56321,70789
55629,81777
55629,85133
67853,90467
67853,22382
67853,86760
67853,83931
73099,2464
73099,14333
73099,815
71641,1864
9474,39618
21837,16087
7949,84954
7949,53477
81651,38486
58678,47275
58678,78225
58678,28725
58678,99708
58678,98621
58678,17489
58678,22293
72999,65867
72999,2458
72999,7350
32721,94101
32721,53408
32721,95038
32721,72876
53796,73333
53796,62132
53796,82260
53796,91077
53796,18916
53796,55041
53796,31375
53796,23528
53796,23540
53796,31702
53796,97393
53796,8179
53796,99095
53796,84730
53796,31833
53796,32666
53796,18175
53796,20554
49985,7045
41040,45182
41040,56215
20257,70777
26047,44254
26047,7185
16903,9052
16903,61242
16903,77620
73305,90974
83758,13085
83758,82527
83758,41128
83758,39871
83758,91410
83758,79334
83758,80665
83758,30725
83758,39443
83758,34633
83758,88443
83758,16788
83758,51953
83758,49834
83758,40817
83758,21617
83758,23349
83758,12374
83758,41583
83758,90978
83758,55833
83758,93274
83758,59825
83758,2324
83758,48246
83758,37826
83758,81998
83758,77506
83758,56409
83758,83447
83758,65854
83758,50662
83758,62312
83758,17794
83758,8152
83758,25354
83758,85925
83758,80979
83758,93455
83758,18834
83758,99284
83758,68835
83758,99860
83758,1314
83758,98078
83758,26755
83758,42494
83758,47552
83758,58583
83758,56408
83758,3406
83758,83495
83758,88046
83758,92043
83758,28282
83758,22724
83758,28573
83758,69654
83758,63506
83758,86444
83758,86191
83758,68588
83758,56245
83758,96198
83758,23127
83758,26839
83758,65867
83758,45116
83758,48885
83758,45162
83758,56485
83758,13885
83758,39265
83758,9420
83758,40800
83809,26839
85512,90853
32675,89937
32675,38984
51192,90247
51192,23201
46446,52156
46446,12850
46446,31214
46446,61094
46446,70847
46446,12109
46446,89703
46446,6193
46446,36955
46446,17326
46446,52573
46446,60960
46446,22494
46446,93627
46446,21474
46446,94117
46446,12511
63884,12625
63884,5848
63884,62707
63884,27804
84581,38554
84581,17380
20357,28981
63909,97829
71593,96135
71593,15874
56201,42306
56201,32716
2094,56228
2094,3017
2094,71084
2094,59380
2094,84954
56297,77878
56297,76973
56297,10991
56297,96625
56297,46288
56297,25169
56297,60140
56297,87252
56297,47168
80718,36924
74704,54790
74704,43619
74704,90342
77661,83589
89775,58401
89775,31052
97264,14692
97264,53477
97264,71376
97264,31052
97264,48650
97264,85192
97264,27854
97264,42322
97264,72033
97264,24756
97264,54519
97264,22392
97264,77645
97264,12374
97264,6262
51890,67457
2760,55564
2760,93694
2760,18459
2760,19873
2760,13446
2760,83278
2760,2464
2760,60448
79434,63059
85950,80030
27217,62141
49533,81837
6264,6262
6264,17491
6264,55486
6264,53768
54665,49688
26937,48802
26937,22968
26937,26509
26937,37254
26937,72973
26937,94789
26937,42306
55297,87787
55297,16581
55297,25498
55297,5348
55297,15284
55297,50405
72834,2500
72834,27087
72834,588
72834,41849
72834,46084
72834,51856
28482,27644
98612,34691
98612,50000
98612,4256
98612,93282
28831,36367
